domain.size,number.of.predicates,number.of.variables,number.of.facts,Cycle breaking,Grounding,maximum.number.of.nodes,Compiling SDDExplicit,maximum.arity,proportion.probabilistic,Propagating evidence,Total time,number.of.independent.pairs,answer,instance,universe.size
400,8,2,100000,0.0001,0.0024,2,0.0004,3,0.5,0.0000,30.1976,22,0.5,2,256161200
200,8,8,100000,0.0001,0.0013,4,0.0002,3,0.5,0.0000,27.5973,17,0.9,7,24080600
100,4,2,300.0,,0.0046,4,,1,0.25,0.0000,0.0776,5,,8,400
200,4,4,1000,0.0001,0.0023,4,0.0004,3,0.5,0.0000,0.3353,1,1,5,16040200
400,4,8,1000,,0.0028,4,,3,0.5,0.0000,0.2654,1,,4,128160400
100,8,8,100000,0.0001,0.0019,2,0.0002,3,0.75,0.0000,33.2443,23,0.5,9,4020200
400,8,4,1000,,0.0075,8,,1,0.25,0.0000,0.2254,3,,4,3200
200,8,4,10000,0.0001,0.0011,2,0.0002,3,0.75,0.0000,2.4375,27,0.8,8,32080400
200,8,2,10000,0.0000,0.0012,4,0.0003,3,0.25,0.0000,2.8267,23,1,6,48040200
400,8,2,10000,0.0000,0.0012,4,0.0002,3,0.5,0.0000,3.0781,8,1,2,192161600
200,8,8,1000,,0.0056,2,,1,0.5,0.0000,0.1422,1,,9,1600
100,4,4,15150.0,0.0001,0.0014,8,0.0003,2,0.75,0.0000,3.8414,4,0.6,2,20200
100,8,2,100000,0.0001,0.0028,2,0.0003,3,0.25,0.0000,26.3617,28,0.1,1,3020300
400,8,2,2400.0,0.0006,0.0046,8,0.0011,1,0.75,0.0000,0.3457,6,0.93392,3,3200
100,8,2,100000,0.0000,0.0016,4,0.0002,3,0.25,0.0000,24.4224,23,1,5,2050100
400,8,8,100000,0.0001,0.0017,2,0.0003,3,0.75,0.0001,32.6766,23,0.8,0,192002000
100,8,8,600.0,0.0001,0.0053,8,0.0004,1,0.25,0.0000,0.1423,20,1,2,800
100,8,2,45150.0,0.0002,0.0012,2,0.0002,2,0.75,0.0000,10.7925,27,0.6,5,60200
400,8,8,1000,,0.0064,2,,2,0.75,0.0000,0.3325,12,,3,641600
200,8,2,10000,0.0001,0.0025,2,0.0003,3,0.75,0.0000,2.3783,22,0.6,7,32080400
100,8,8,45150.0,,0.1287,2,,2,0.75,0.0000,11.5309,1,,4,60200
100,8,4,10000,0.0000,0.0011,2,0.0002,3,0.25,0.0000,2.0353,27,1,3,4010300
200,8,4,1200.0,0.0000,0.0015,2,0.0002,1,0.5,0.0000,0.0977,5,1,3,1600
100,8,2,1000,0.0001,0.0008,4,0.0002,3,0.5,0.0000,0.1644,15,0.6,1,2030300
100,8,2,1000,0.0000,0.0014,4,0.0003,3,0.5,0.0000,0.3065,8,1,7,3030200
200,8,2,100000,0.0001,0.0016,2,0.0003,3,0.75,0.0000,28.2132,22,0.6,5,8120800
200,4,4,10000,,0.0403,2,,2,0.5,0.0000,2.0216,0,,3,80400
400,8,4,1000,0.0004,0.7788,8,0.0002,1,0.25,0.0000,1.0032,10,1,4,3200
400,8,8,100000,,0.5851,8,,2,0.75,0.0000,26.2706,4,,4,641600
100,8,4,10000,,0.0082,8,,2,0.75,0.0000,1.5509,8,,6,50300
100,8,4,100000,0.0142,8.3724,2,0.0002,3,0.25,0.0000,32.1430,3,1,4,2050100
400,8,8,1000,0.1911,0.5225,8,0.1871,1,0.5,0.0000,1.1717,8,1,0,3200
200,8,4,1000,,0.0019,4,,1,0.25,0.0000,0.0780,9,,2,1600
100,2,4,1000,,0.0038,2,,2,0.25,0.0000,0.1600,0,,3,20000
400,8,2,1000,0.0000,0.0012,4,0.0002,3,0.5,0.0000,0.2012,8,1,9,192480800
400,8,4,10000,0.0001,0.0022,2,0.0005,3,0.5,0.0000,2.8471,27,0.6,0,320320400
100,8,2,1000,0.0000,0.0011,2,0.0002,2,0.75,0.0000,0.1838,27,1,3,30500
100,8,4,600.0,,0.0019,4,,1,0.5,0.0000,0.0534,9,,7,800
200,2,4,1000,0.0001,0.0014,2,0.0003,2,0.25,0.0000,0.1671,0,0.1,6,40200
100,8,8,10000,,0.0190,2,,2,0.75,0.0000,2.8657,1,,8,60200
200,8,2,10000,0.0001,0.0042,2,0.0004,2,0.75,0.0000,2.9260,19,1,8,160800
200,8,4,1000,0.0000,0.0377,8,0.0003,3,0.5,0.0000,0.2410,1,1,4,24120400
200,8,2,10000,0.0000,0.0015,2,0.0003,2,0.5,0.0000,2.9337,19,1,8,160800
400,8,8,2400.0,,0.0036,8,,1,0.5,0.0000,0.4844,22,,7,3200
100,8,8,1000,,0.0045,2,,2,0.5,0.0000,0.1913,1,,6,80000
200,8,4,10000,0.0001,0.0012,2,0.0003,2,0.25,0.0000,1.9060,16,0.5,5,160800
100,2,4,7575.0,0.0002,0.0022,2,0.0005,2,0.25,0.0000,1.7339,0,0.1,2,10100
200,8,8,1000,,0.0047,2,,3,0.25,0.0000,0.3876,23,,2,40120000
100,2,2,1000,0.0000,0.0014,4,0.0003,3,0.25,0.0000,0.2259,1,1,7,1000100
200,8,4,1200.0,,0.0029,4,,1,0.5,0.0000,0.1691,9,,8,1600
400,8,4,1000,0.0001,0.0020,2,0.0005,3,0.75,0.0001,0.4605,27,0.9,8,256320800
100,8,4,600.0,,0.0064,2,,1,0.75,0.0000,0.1604,5,,8,800
100,8,4,1000,,0.0028,8,,2,0.25,0.0000,0.1956,8,,5,50300
100,4,4,300.0,,0.0033,2,,1,0.75,0.0000,0.0661,5,,2,400
200,8,2,1000,0.0001,0.0014,4,0.0003,3,0.25,0.0000,0.2024,15,0.2,9,24200000
200,8,4,100000,0.0001,0.0024,2,0.0003,3,0.25,0.0000,25.1982,27,0.7,9,16120600
400,8,8,1000,,59.6600,8,,2,0.75,0.0000,60.0002,4,,2,801200
400,8,2,1000,0.0000,0.0012,4,0.0003,3,0.75,0.0000,0.1886,15,1,1,128481200
400,8,2,10000,0.0002,0.0040,8,0.0005,2,0.25,0.0000,1.7911,26,0.2,5,1120400
200,8,4,1000,,0.0052,4,,1,0.25,0.0000,0.2278,9,,7,1600
200,8,4,1000,0.0000,0.0011,8,0.0002,3,0.25,0.0000,0.1788,1,1,0,32080400
100,8,8,1000,0.0001,0.0013,8,0.0003,2,0.25,0.0000,0.1691,4,0.7,5,60200
200,2,2,100000,0.0000,0.0016,4,0.0003,3,0.5,0.0000,30.7749,1,1,0,8040000
200,8,4,1200.0,,0.3107,2,,1,0.25,0.0000,0.4093,5,,5,1600
100,8,8,600.0,,0.0131,8,,1,0.75,0.0002,0.0957,8,,7,800
400,2,2,100000,0.0000,0.0011,4,0.0001,3,0.25,0.0000,28.3731,1,1,5,64000400
200,4,4,1000,0.0000,0.0009,8,0.0002,3,0.25,0.0000,0.1119,6,1,1,16080000
200,8,2,1000,0.0002,0.0020,4,0.0004,2,0.25,0.0000,0.0959,17,0.9,2,200600
200,8,2,1000,,0.0025,4,,1,0.25,0.0000,0.0763,12,,1,1600
100,4,4,1000,0.0000,0.0017,8,0.0003,3,0.5,0.0000,0.2266,6,1,6,2010100
200,8,8,1200.0,,0.0059,2,,1,0.75,0.0000,0.2126,1,,9,1600
100,4,8,1000,,0.0035,4,,3,0.75,0.0000,0.2542,1,,4,2010100
100,8,8,10000,,0.0334,2,,2,0.5,0.0000,1.3684,1,,9,60200
200,8,8,1000,,0.0098,8,,1,0.5,0.0000,0.2598,15,,3,1600
200,8,4,10000,0.0001,0.0012,8,0.0003,3,0.75,0.0000,2.3280,12,0.4,3,8200400
400,8,4,10000,0.0001,0.0019,8,0.0004,3,0.75,0.0000,4.1433,1,0.5,5,192800000
100,8,4,30300.0,0.0000,0.0016,8,0.0002,2,0.25,0.0000,7.6912,9,1,5,40400
200,8,8,1200.0,,0.0030,2,,1,0.75,0.0000,0.1229,5,,3,1600
200,8,4,100000,0.0001,0.0014,8,0.0003,3,0.75,0.0000,22.4801,12,0.2,3,8200400
400,8,4,10000,0.0001,0.0010,2,0.0002,2,0.75,0.0000,1.2011,16,0.8,8,1120400
100,8,8,1000,,0.0039,4,,3,0.5,0.0000,0.1751,17,,2,1060100
100,8,8,1000,,0.0077,8,,2,0.25,0.0000,0.3031,4,,3,60200
400,8,8,1000,0.0001,0.0054,2,0.0006,1,0.25,0.0000,0.2248,5,1,6,3200
100,4,4,10000,0.0001,0.0021,2,0.0005,2,0.5,0.0000,1.8991,0,0.3,9,20200
200,8,2,1000,0.0000,0.0019,2,0.0004,2,0.5,0.0000,0.3173,19,1,7,200600
400,4,8,100000,0.0000,0.0015,4,0.0001,3,0.25,0.0000,26.3576,1,1,2,192160000
100,4,4,1000,0.0000,0.0033,8,0.0003,3,0.25,0.0001,0.2173,6,1,2,3000100
100,4,4,1000,0.0000,0.0011,2,0.0002,2,0.25,0.0000,0.2068,0,1,1,20200
200,8,8,1200.0,,0.0072,2,,1,0.75,0.0000,0.2161,5,,4,1600
100,8,8,37725.0,,0.0222,2,,2,0.25,0.0000,7.6398,12,,2,50300
400,4,4,1000,0.0001,0.0009,8,0.0003,2,0.75,0.0000,0.1278,4,0.2,1,640000
400,2,2,1000,0.0001,0.0016,4,0.0004,3,0.5,0.0000,0.2223,1,0.8,9,64000400
400,8,2,2400.0,0.0000,0.0015,4,0.0002,1,0.25,0.0000,0.1670,12,1,9,3200
200,8,8,100000,0.0001,0.0024,4,0.0003,3,0.75,0.0000,30.2698,17,0.2,3,32040600
200,8,4,10000,0.0001,0.0022,8,0.0005,3,0.75,0.0000,2.6382,12,0.8,0,24120400
200,8,4,1000,,0.0077,2,,2,0.25,0.0000,0.2750,16,,0,200600
400,8,8,10000,,0.0148,8,,2,0.25,0.0000,1.7795,20,,5,801200
200,8,8,1200.0,,0.0077,4,,1,0.25,0.0000,0.2756,11,,1,1600
100,8,8,10000,0.0000,0.0009,4,0.0002,3,0.25,0.0000,1.3315,15,1,7,5010200
400,8,2,1000,,0.0028,8,,1,0.75,0.0000,0.1142,6,,4,3200
200,8,4,100000,0.0001,0.0022,2,0.0004,3,0.75,0.0000,29.8836,27,1,3,32040600
400,8,2,1000,,0.0081,2,,3,0.25,0.0000,0.2945,22,,6,128321600
400,8,2,100000,0.0000,0.0021,2,0.0003,2,0.5,0.0000,23.1534,19,1,0,482000
200,8,8,1000,0.0001,0.0013,4,0.0003,3,0.5,0.0000,0.1997,17,0.5,4,24120400
200,8,4,100000,0.0001,0.0009,2,0.0002,3,0.75,0.0000,28.7514,3,0.6,7,16200200
400,8,8,10000,,0.0125,2,,2,0.5,0.0000,2.6842,1,,3,641600
200,8,2,10000,,0.0060,2,,3,0.75,0.0000,2.8476,22,,5,8120800
400,8,8,100000,,0.1414,8,,2,0.25,0.0000,21.2796,4,,3,960800
400,4,8,1000,,0.0062,4,,3,0.75,0.0000,0.2457,1,,3,192000400
100,8,8,600.0,,0.0044,2,,1,0.5,0.0000,0.1722,5,,1,800
200,4,4,60300.0,,0.1387,8,,2,0.75,0.0000,16.2032,4,,9,80400
400,8,8,100000,,0.0579,2,,3,0.5,0.0000,25.9795,23,,4,320160800
200,8,8,1000,0.0000,0.0020,2,0.0002,2,0.25,0.0000,0.1555,1,1,8,240400
200,8,4,100000,0.0001,0.0020,2,0.0002,2,0.25,0.0000,22.1267,16,1,3,160800
400,8,8,2400.0,,0.0035,8,,1,0.75,0.0000,0.6676,22,,0,3200
100,8,8,600.0,,0.0027,2,,1,0.25,0.0000,0.0795,5,,3,800
400,2,4,10000,0.0000,0.0032,2,0.0002,2,0.5,0.0000,2.8555,0,1,4,320000
200,8,4,1000,0.0000,0.0023,8,0.0002,2,0.5,0.0000,0.2065,8,1,5,200600
200,8,2,10000,0.0001,0.0014,2,0.0003,2,0.5,0.0000,2.9546,19,0.7,4,200600
200,4,4,1000,0.0001,0.0014,4,0.0003,3,0.25,0.0000,0.1847,1,0.5,1,16080000
400,8,8,10000,0.0001,0.0014,4,0.0004,3,0.75,0.0000,3.1717,17,0.7,3,256161200
200,8,8,100000,0.0000,0.0013,8,0.0001,2,0.25,0.0000,21.2015,4,1,0,160800
400,8,8,10000,0.0001,0.0012,2,0.0004,2,0.5,0.0000,2.4381,1,0.2,2,801200
200,8,2,1000,0.0001,0.0022,4,0.0005,3,0.25,0.0000,0.2660,8,0.2,7,24120400
200,8,8,10000,0.0001,0.0009,8,0.0002,2,0.25,0.0000,1.4775,4,0.9,9,240400
400,8,4,1000,,0.0032,2,,2,0.5,0.0000,0.1014,16,,5,641600
400,8,4,1000,0.0000,0.0009,4,0.0002,3,0.25,0.0000,0.1138,15,1,9,128321600
200,8,8,1000,,0.0021,2,,2,0.5,0.0000,0.1048,12,,2,200600
100,8,8,1000,,0.0077,8,,2,0.5,0.0000,0.1739,20,422.,0,40400
100,4,4,15150.0,,0.0217,8,,2,0.25,0.0000,3.3154,4,,9,20200
200,4,4,10000,0.0001,0.0013,4,0.0003,3,0.5,0.0000,3.0685,1,0.8,1,16080000
200,8,8,1200.0,,0.0043,8,,1,0.5,0.0000,0.1007,20,,0,1600
100,8,4,10000,0.0004,0.0035,8,0.0008,2,0.5,0.0000,2.7256,9,0.815,8,30500
400,8,4,10000,0.0004,0.0040,4,0.0006,3,0.25,0.0000,2.4401,15,0.6,8,192161600
400,8,8,1000,0.0000,0.0011,2,0.0002,2,0.5,0.0000,0.1604,12,1,4,641600
400,8,4,1000,0.0000,0.0035,2,0.0002,3,0.5,0.0000,0.1708,3,1,7,128800400
200,8,8,1000,,0.0029,4,,3,0.25,0.0000,0.1937,15,,2,48000400
400,8,4,1000,,0.0100,2,,3,0.75,0.0000,0.2381,3,,7,128800400
100,8,4,1000,0.0001,0.0020,4,0.0004,3,0.25,0.0000,0.2723,15,1,3,3010400
100,2,4,10000,,0.0493,2,,2,0.75,0.0000,2.2101,0,,8,20000
400,8,4,1000,,0.0092,2,,1,0.75,0.0000,0.2777,5,,9,3200
400,8,2,100000,0.0000,0.0023,2,0.0001,2,0.75,0.0000,25.6943,27,1,0,801200
100,8,8,600.0,,0.0026,8,,1,0.25,0.0000,0.0495,22,,8,800
400,8,2,1000,0.0000,0.0015,4,0.0004,2,0.25,0.0000,0.1625,17,1,0,801200
400,4,4,10000,0.0000,0.0009,4,0.0002,2,0.5,0.0000,1.6394,6,1,0,480400
100,8,8,600.0,,0.0045,8,,1,0.25,0.0000,0.0538,8,,7,800
100,4,2,300.0,,0.0026,4,,1,0.5,0.0000,0.0312,5,,4,400
100,8,2,600.0,0.0000,0.0016,4,0.0002,1,0.75,0.0000,0.0574,9,1,2,800
100,8,2,600.0,,0.0020,4,,1,0.5,0.0000,0.0576,9,,3,800
200,8,4,10000,,0.0047,8,,2,0.5,0.0000,2.4614,8,,4,240400
400,8,4,1000,,0.0037,2,,1,0.25,0.0000,0.1315,5,,7,3200
200,8,4,1000,,0.0083,2,,2,0.75,0.0000,0.2844,16,,8,280200
200,4,4,1000,0.2686,0.5509,2,0.1740,2,0.75,0.0000,1.3515,0,1,7,120200
200,8,8,1200.0,,0.0031,2,,1,0.25,0.0000,0.1467,1,,4,1600
100,8,2,10000,0.0001,0.0119,2,0.0004,2,0.25,0.0000,1.8553,19,1,3,50300
400,8,4,100000,0.0000,0.0049,2,0.0001,2,0.5,0.0000,17.4779,16,1,9,801200
200,4,4,1000,,0.0026,2,,2,0.25,0.0000,0.1008,0,,7,120200
100,8,4,1000,,0.0040,2,,2,0.75,0.0000,0.2309,16,,4,50300
100,2,2,10000,0.0000,0.0015,4,0.0003,3,0.25,0.0000,1.5616,1,1,8,1010000
400,8,4,100000,,0.6815,8,,2,0.75,0.0000,26.7589,8,,7,801200
400,8,4,1000,0.0001,0.0012,8,0.0003,3,0.25,0.0000,0.2086,1,0.4,2,256480400
200,8,4,1200.0,,0.0038,8,,1,0.25,0.0000,0.1542,3,,2,1600
100,4,4,10000,0.0001,0.0017,4,0.0003,3,0.75,0.0000,3.3028,1,0.4,4,2000200
200,8,2,10000,0.0000,0.0013,4,0.0002,3,0.5,0.0000,3.0832,8,1,6,32040600
400,8,8,1000,,0.0045,8,,1,0.25,0.0000,0.1337,15,,5,3200
400,8,2,1000,,0.0029,2,,2,0.5,0.0000,0.1670,19,,5,641600
200,2,4,60000.0,,0.5907,2,,2,0.75,0.0000,15.4762,0,,8,80000
400,8,2,1000,0.0001,0.0012,8,0.0003,2,0.75,0.0000,0.1870,26,0.5,4,960800
100,2,4,1000,0.0000,0.0056,2,0.0003,2,0.75,0.0000,0.1979,0,1,9,10100
100,8,2,37725.0,0.0000,0.0014,4,0.0001,2,0.5,0.0000,8.7072,17,1,2,50300
200,8,4,100000,0.0000,0.0021,8,0.0002,2,0.25,0.0000,22.5840,9,1,5,160800
100,2,8,150.0,,0.0027,8,,1,0.25,0.0000,0.0249,1,,7,200
400,4,4,100000,,0.2402,8,,2,0.5,0.0000,23.5271,4,,5,320800
100,8,4,1000,0.0001,0.0009,8,0.0002,3,0.75,0.0000,0.1251,12,0.8,9,2040200
200,4,4,10000,0.0004,0.0039,8,0.0006,2,0.5,0.0000,2.0005,4,0.7,0,120200
100,8,2,45150.0,0.0000,0.0031,8,0.0002,2,0.5,0.0000,10.2671,26,1,8,60200
400,8,8,1000,0.0009,1.2162,2,0.0010,1,0.5,0.0000,1.4527,5,0.84,6,3200
100,8,8,37725.0,,0.0432,8,,2,0.5,0.0000,8.1712,20,,1,50300
400,8,8,100000,,0.0099,2,,2,0.5,0.0000,24.8626,12,,6,482000
200,8,8,1000,0.0002,0.0022,8,0.0004,2,0.75,0.0000,0.1884,20,0.7,2,160800
200,8,2,1000,,0.0030,4,,2,0.5,0.0000,0.1657,17,,1,160800
100,4,8,100000,0.0001,0.0030,4,0.0003,3,0.75,0.0000,29.9623,1,0.8,7,3010000
200,8,4,1000,,0.0088,2,,3,0.25,0.0000,0.3214,27,,6,32040600
100,4,4,10000,0.0001,0.0013,8,0.0003,3,0.75,0.0000,4.9514,6,0.5,2,3000100
100,8,8,1000,0.0001,0.0009,8,0.0004,2,0.5,0.0000,0.1583,20,0.5,6,60200
400,2,4,1000,0.0000,0.0019,2,0.0003,2,0.25,0.0000,0.1000,0,1,2,160400
100,8,8,600.0,0.0423,0.1415,2,0.0501,1,0.75,0.0000,0.3133,5,0.9999991,0,800
100,4,4,15150.0,,0.0258,4,,2,0.25,0.0000,3.3771,6,,2,20200
400,8,4,10000,,0.0701,2,,2,0.25,0.0000,2.7727,16,,4,801200
100,8,8,600.0,,0.0034,8,,1,0.25,0.0000,0.0772,15,,5,800
400,4,4,1000,,0.0049,2,,2,0.75,0.0000,0.1923,0,,3,320800
400,4,4,100000,0.0000,0.0010,4,0.0002,3,0.75,0.0000,47.3606,1,1,3,192000400
200,8,4,10000,0.0000,0.0013,2,0.0002,3,0.25,0.0000,2.3142,21,1,2,32040600
200,2,2,10000,0.0001,0.0009,4,0.0002,3,0.5,0.0000,2.8659,1,0.2,3,8040000
200,8,2,10000,0.0003,0.0028,8,0.0005,2,0.5,0.0000,4.1596,26,0.4,2,200600
200,8,4,10000,,0.0054,8,,3,0.25,0.0000,1.8479,12,,7,24120400
200,8,2,100000,0.0000,0.0015,2,0.0001,3,0.25,0.0000,27.8288,22,1,8,32000800
200,8,2,1000,0.0000,0.0012,4,0.0002,3,0.5,0.0000,0.1944,8,1,6,32040600
400,8,2,1000,,0.0030,4,,1,0.25,0.0000,0.1338,12,,0,3200
100,8,8,600.0,,0.0030,8,,1,0.75,0.0000,0.1016,20,,3,800
400,2,2,10000,0.0000,0.0019,4,0.0002,3,0.25,0.0000,4.7604,1,1,2,128000000
200,8,2,100000,0.0005,0.0045,8,0.0004,2,0.75,0.0000,26.6999,26,0.6,7,200600
400,8,8,1000,0.0000,0.0021,2,0.0002,2,0.25,0.0000,0.1773,1,1,5,162800
200,8,4,1200.0,0.0000,0.0016,8,0.0002,1,0.25,0.0000,0.0913,3,1,7,1600
100,8,8,10000,0.0000,0.0033,2,0.0002,2,0.75,0.0000,2.6978,1,1,6,80000
400,8,2,1000,0.0000,0.0009,2,0.0002,3,0.25,0.0000,0.1010,28,1,4,192480800
100,8,2,37725.0,0.0001,0.0023,2,0.0003,2,0.5,0.0000,8.7847,19,0.9,6,50300
100,8,2,1000,,0.0111,4,,2,0.25,0.0000,0.2834,17,,5,40400
400,4,4,1000,0.0001,0.0039,4,0.0004,3,0.75,0.0000,0.5001,1,0.3,3,192000400
100,8,8,10000,,0.0109,2,,3,0.75,0.0000,4.5203,23,,7,3020300
100,8,2,600.0,0.0468,0.1884,4,0.0517,1,0.25,0.0000,0.3619,12,1,0,800
400,8,4,100000,0.0001,0.0015,8,0.0002,2,0.75,0.0000,30.6776,8,0.9,6,801200
100,8,4,22875.0,0.0000,0.0012,8,0.0002,2,0.25,0.0000,6.4665,9,1,8,30500
200,8,4,10000,0.0001,0.0024,8,0.0004,2,0.5,0.0000,2.2661,9,1,6,240400
100,8,2,37725.0,0.0000,0.0012,2,0.0002,2,0.5,0.0000,8.7786,19,1,2,50300
200,8,4,1200.0,0.0002,0.0021,8,0.0004,1,0.25,0.0000,0.1509,10,0.8,5,1600
200,8,8,100000,0.0000,0.0014,8,0.0002,2,0.25,0.0000,25.9793,4,1,4,160800
100,8,2,10000,0.0001,0.0020,2,0.0004,2,0.25,0.0000,2.7427,19,0.5,0,30500
200,8,2,10000,0.0001,0.0021,2,0.0004,3,0.5,0.0000,3.1599,22,1,3,16080800
200,8,8,1000,,0.0021,4,,1,0.5,0.0000,0.0867,11,,9,1600
100,4,8,10000,,0.0359,4,,3,0.75,0.0000,3.0780,1,,7,3010000
100,8,2,37725.0,0.0002,0.0032,8,0.0009,2,0.25,0.0000,9.2086,26,1,7,50300
100,8,4,1000,0.0001,0.0018,8,0.0003,3,0.75,0.0000,0.2362,12,0.7,6,4020200
200,2,8,300.0,0.0000,0.0022,8,0.0003,1,0.5,0.0000,0.0558,1,1,5,400
400,8,8,10000,0.0001,0.0011,4,0.0003,3,0.75,0.0000,2.0213,17,0.1,5,192480800
400,8,2,1000,0.0000,0.0041,2,0.0003,2,0.25,0.0000,0.1686,19,1,6,801200
400,8,2,10000,0.0000,0.0012,8,0.0002,2,0.75,0.0000,2.3541,26,1,4,960800
400,4,4,10000,0.0002,1.2556,8,0.0002,2,0.5,0.0000,3.6949,4,1,0,480400
400,8,8,1000,0.0001,0.0011,8,0.0003,2,0.75,0.0000,0.3033,20,0.8,0,641600
400,8,8,100000,,0.0040,2,,2,0.75,0.0000,19.9521,12,,6,482000
200,8,8,10000,0.0000,0.0019,8,0.0004,2,0.5,0.0000,2.3712,20,1,1,200600
100,8,2,1000,0.0000,0.0012,2,0.0003,3,0.25,0.0000,0.2006,28,1,8,3010400
400,8,2,1000,0.0000,0.0014,8,0.0003,2,0.5,0.0000,0.1585,26,1,2,801200
100,4,4,10000,,0.0457,4,,2,0.5,0.0000,2.4184,6,,2,20200
400,8,2,1000,,0.0034,4,,1,0.25,0.0000,0.1318,12,,1,3200
400,8,4,10000,0.0001,0.0021,2,0.0005,3,0.75,0.0000,2.6262,3,0.1,4,128800400
200,4,4,10000,,0.0065,4,,3,0.5,0.0000,2.1413,1,,0,8040400
100,8,2,1000,0.0002,0.0021,2,0.0005,3,0.5,0.0001,0.3575,28,0.1,8,3010400
400,8,4,10000,0.0001,0.0013,2,0.0003,2,0.75,0.0000,2.3790,16,0.5,6,801200
400,8,4,1000,,0.0033,2,,3,0.25,0.0000,0.1766,21,,2,256161200
400,8,4,1000,0.0000,0.0014,2,0.0003,3,0.25,0.0000,0.2643,3,1,4,128800400
200,8,8,1000,,0.0037,8,,1,0.25,0.0000,0.1603,22,,8,1600
200,8,2,10000,0.0001,0.0042,2,0.0004,2,0.25,0.0001,2.2409,27,1,0,200600
200,8,8,10000,,0.0129,4,,3,0.75,0.0000,2.2230,17,,1,24080600
200,8,4,1000,,0.0040,8,,1,0.5,0.0000,0.0871,10,,2,1600
100,8,4,600.0,0.0000,0.0024,2,0.0003,1,0.25,0.0000,0.0859,5,1,3,800
100,8,8,600.0,,0.0040,8,,1,0.5,0.0000,0.0896,15,,0,800
200,8,2,10000,0.0000,0.0008,2,0.0001,3,0.25,0.0000,2.7498,28,1,6,48080000
100,8,8,100000,0.0001,0.0016,2,0.0004,3,0.75,0.0000,29.6533,23,0.9,2,5030000
400,8,8,100000,0.0001,0.0031,2,0.0002,3,0.25,0.0000,22.3536,23,0.3,5,192480800
200,8,8,100000,,0.0630,2,,2,0.5,0.0000,25.8500,1,,6,320000
200,4,4,10000,,0.0146,2,,2,0.5,0.0000,2.0045,0,,7,120200
200,8,8,10000,,0.0480,8,,2,0.5,0.0000,2.6252,4,,3,240400
100,4,4,1000,0.0002,0.0597,8,0.0002,2,0.5,0.0000,0.2354,4,0.7,6,30100
200,8,2,10000,0.0000,0.0021,8,0.0004,2,0.5,0.0000,2.6452,26,1,3,280200
400,8,4,1000,0.0000,0.0012,2,0.0002,3,0.75,0.0000,0.1850,3,1,4,128800400
100,8,4,10000,0.0000,0.0016,2,0.0003,3,0.25,0.0000,2.3073,27,1,6,4010300
200,8,4,1200.0,,0.0064,4,,1,0.5,0.0000,0.1833,9,,1,1600
200,4,4,60300.0,0.3585,1.2608,2,0.3709,2,0.25,0.0000,11.7242,0,1,5,80400
100,8,2,10000,0.0000,0.0009,4,0.0002,2,0.25,0.0000,1.3153,17,1,5,40400
200,8,4,1000,,0.0052,8,,3,0.25,0.0000,0.2497,12,,8,32080400
100,8,2,37725.0,0.0001,0.0021,8,0.0003,2,0.75,0.0000,8.2960,26,0.8,7,50300
100,8,2,10000,0.0001,0.0012,2,0.0009,2,0.75,0.0000,1.7564,19,1,3,50300
100,8,4,1000,,0.1072,8,,3,0.25,0.0000,0.2942,1,,1,2030300
200,8,2,100000,0.0000,0.0036,2,0.0001,2,0.5,0.0000,23.2442,19,1,3,200600
400,8,2,1000,0.0000,0.0020,4,0.0004,3,0.5,0.0000,0.3059,23,1,3,128481200
100,4,4,100000,,0.1714,4,,3,0.25,0.0000,28.7326,1,,9,2000200
100,8,4,100000,0.0000,0.0012,2,0.0001,3,0.5,0.0000,27.8332,27,1,6,4010300
200,8,4,100000,0.0001,0.0013,8,0.0002,3,0.25,0.0000,22.8896,1,0.7,3,16120600
200,8,8,10000,,0.0388,2,,3,0.75,0.0000,3.2327,23,,4,40040400
100,2,4,15000.0,0.0039,2.6797,2,0.0002,2,0.5,0.0000,6.1730,0,1,4,20000
100,8,4,100000,0.0002,0.0033,2,0.0003,3,0.75,0.0000,28.8238,21,0.6,5,2010500
200,8,2,1000,0.0000,0.0116,2,0.0003,2,0.5,0.0003,0.2295,27,1,1,200600
100,4,4,1000,0.0001,0.0012,4,0.0003,2,0.5,0.0000,0.1755,6,0.7,5,10300
400,8,2,1000,,0.0042,4,,1,0.75,0.0000,0.1923,9,,1,3200
200,8,4,90750.0,0.0001,0.0022,8,0.0003,2,0.5,0.0000,19.3048,9,0.1,8,121000
200,8,8,1200.0,,0.0044,2,,1,0.25,0.0000,0.1488,1,,2,1600
400,8,8,1000,0.0000,0.0035,8,0.0003,1,0.25,0.0000,0.1314,15,1,3,3200
200,8,8,10000,0.0001,0.0022,8,0.0005,2,0.75,0.0000,1.8823,20,0.2,6,240400
400,8,4,1000,,0.0084,8,,1,0.5,0.0000,0.1575,10,,8,3200
100,4,4,100000,0.0001,0.0016,8,0.0003,3,0.5,0.0000,29.2633,6,0.6,4,3000100
200,8,8,100000,0.0001,0.0023,4,0.0004,3,0.75,0.0000,35.3831,17,0.7,0,40080200
100,8,2,10000,0.0001,0.0017,4,0.0003,3,0.5,0.0000,4.0097,15,1,6,3020300
200,4,4,10000,,0.0338,4,,3,0.75,0.0000,6.0334,1,,9,16000400
