maximum.number.of.nodes,number.of.variables,number.of.independent.pairs,domain.size,number.of.facts,universe.size,Propagating evidence,Grounding,DSharp compilation,proportion.probabilistic,instance,Cycle breaking,Clark's completion,answer,number.of.predicates,maximum.arity,Total time
8,4,10,400,1000,3200,0.0000,0.0026,0.0005,0.5,4,0.0003,0.0000,0.5,8,1,0.2285
4,2,1,200,100000,8000200,0.0000,0.0016,0.0005,0.25,7,0.0001,0.0000,0.6,2,3,25.7668
4,2,5,400,1000,1600,0.0000,59.8620,,0.5,8,,,,4,1,60.0002
8,8,4,200,1000,240400,0.0000,0.0024,0.0005,0.25,9,0.0001,0.0000,0.3,8,2,0.2419
4,8,1,200,1000,16040200,0.0002,0.0064,0.0005,0.75,0,0.0000,0.0000,1,4,3,0.3285
4,2,17,100,1000,40400,0.0000,0.0014,0.0005,0.5,5,0.0000,0.0000,1,8,2,0.3389
8,4,6,400,10000,128320000,0.0000,0.0475,,0.75,0,,,,4,3,3.6121
2,4,5,200,600.0,800,0.0000,0.0060,,0.25,2,,,,4,1,0.1245
8,8,22,400,1000,3200,0.0000,0.0054,,0.75,5,,,,8,1,0.2377
4,4,15,100,100000,4030100,0.0000,0.0218,,0.25,2,,,,8,3,25.8954
8,8,4,400,10000,960800,0.0001,0.0046,0.0019,0.5,5,0.0010,0.0004,0.2,8,2,2.5592
4,2,8,400,10000,256161200,0.0002,0.0123,0.0005,0.5,6,0.0000,0.0000,1,8,3,3.4184
8,4,8,200,90750.0,121000,0.0000,0.1694,,0.75,2,,,,8,2,26.4391
4,8,17,400,10000,192480800,0.0001,0.0182,,0.75,4,,,,8,3,2.3245
2,2,22,200,1000,16080800,0.0000,0.0016,0.0005,0.5,3,0.0001,0.0000,0.1,8,3,0.2788
2,2,22,200,100000,32000800,0.0000,0.0017,0.0005,0.5,8,0.0002,0.0000,0.9,8,3,32.3471
8,4,1,400,10000,128481200,0.0000,0.0016,0.0006,0.75,3,0.0001,0.0000,0.8,8,3,2.2187
4,2,9,200,1200.0,1600,0.0000,0.0026,0.0006,0.75,3,0.0002,0.0000,0.5,8,1,0.2697
8,8,1,100,150.0,200,0.0000,0.0084,,0.75,9,,,,2,1,0.0502
8,8,20,100,600.0,800,0.0000,0.0029,0.0005,0.75,5,0.0000,0.0000,1,8,1,0.1434
2,4,0,200,60000.0,80000,0.0001,21.6904,0.0005,0.75,4,0.3810,0.0001,0.8,2,2,35.9357
8,4,6,400,1000,128160400,0.0001,0.0043,,0.5,6,,,,4,3,0.3061
2,4,3,100,1000,5010200,0.0000,0.0021,0.0006,0.25,5,0.0000,0.0000,1,8,3,0.2802
2,4,21,200,10000,16160400,0.0000,0.0109,,0.5,8,,,,8,3,2.9573
8,8,4,200,100000,240400,0.0000,0.0022,0.0006,0.5,5,0.0000,0.0000,1,8,2,29.3079
2,4,3,100,1000,4030100,0.0000,0.0015,0.0006,0.5,9,0.0001,0.0001,0.1,8,3,0.3106
2,4,21,200,100000,16080800,0.0000,0.0010,0.0004,0.25,9,0.0000,0.0000,1,8,3,28.4696
2,4,3,400,1000,128800400,0.0000,0.0420,0.0005,0.5,4,0.0001,0.0000,1,8,3,0.2612
2,4,3,100,1000,4030100,0.0000,0.0015,0.0004,0.25,9,0.0000,0.0000,1,8,3,0.1810
2,4,3,100,10000,5020100,0.0001,0.0070,0.0005,0.25,1,0.0000,0.0001,1,8,3,1.8135
2,4,0,200,10000,40200,0.0000,0.0013,0.0005,0.25,0,0.0000,0.0000,1,2,2,1.8847
8,8,4,200,10000,160800,0.0000,0.0184,,0.5,1,,,,8,2,2.0243
4,2,17,100,10000,40400,0.0000,0.0011,0.0005,0.75,7,0.0001,0.0000,0.3,8,2,1.7558
8,4,9,200,90750.0,121000,0.0000,0.0015,0.0004,0.25,8,0.0000,0.0000,1,8,2,22.8959
2,4,21,200,10000,32080400,0.0000,0.0012,0.0004,0.5,1,0.0001,0.0000,0.5,8,3,3.4353
4,2,1,200,1000,8000200,0.0000,0.0013,0.0004,0.25,7,0.0000,0.0000,1,2,3,0.1804
4,4,15,400,1000,384160400,0.0000,0.0012,0.0006,0.75,1,0.0001,0.0000,0.1,8,3,0.2238
4,2,23,200,1000,32080400,0.0000,0.0025,0.0007,0.25,0,0.0001,0.0001,1,8,3,0.3387
2,8,23,400,1000,384160400,0.0000,0.0048,,0.25,6,,,,8,3,0.3555
2,8,23,400,100000,384320000,0.0000,0.0013,0.0004,0.75,3,0.0000,0.0000,1,8,3,20.1241
2,8,1,200,1200.0,1600,0.0000,0.6072,0.4169,0.75,8,0.1845,0.1586,0.9999962,8,1,2.1982
4,2,15,100,1000,6000200,0.0000,0.0012,0.0004,0.25,5,0.0000,0.0000,1,8,3,0.1881
4,8,17,400,1000,192161600,0.0000,0.0014,0.0005,0.5,9,0.0001,0.0001,0.7,8,3,0.2059
4,8,17,200,1000,24120400,0.0000,0.0020,0.0008,0.5,5,0.0001,0.0001,0.3,8,3,0.3475
8,8,4,200,100000,240400,0.0000,0.0039,,0.5,9,,,,8,2,20.5725
8,4,9,100,10000,20600,0.0000,0.0014,0.0005,0.75,0,0.0001,0.0000,0.7,8,2,2.2658
4,4,6,400,1000,320800,0.0000,0.0033,,0.75,6,,,,4,2,0.1188
2,4,5,100,600.0,800,0.0000,0.0027,,0.5,2,,,,8,1,0.0577
2,8,5,200,1000,1600,0.0000,0.0042,,0.25,1,,,,8,1,0.0794
2,8,1,400,2400.0,3200,0.0000,0.0033,,0.75,5,,,,8,1,0.2403
2,4,0,400,10000,480400,0.0000,0.0010,0.0004,0.5,2,0.0001,0.0000,0.1,4,2,1.1315
8,4,9,200,10000,280200,0.0000,0.0016,0.0004,0.75,4,0.0001,0.0000,0.4,8,2,1.2339
8,2,26,400,1000,801200,0.0000,0.0009,0.0004,0.75,7,0.0001,0.0000,0.3,8,2,0.1194
8,2,6,400,2400.0,3200,0.0000,0.0017,0.0004,0.25,5,0.0000,0.0000,1,8,1,0.1746
8,2,26,200,100000,280200,0.0000,0.0013,0.0004,0.5,5,0.0000,0.0000,1,8,2,14.0046
2,4,3,100,100000,5010200,0.0000,0.0019,0.0005,0.5,5,0.0001,0.0000,0.3,8,3,26.2289
8,4,1,100,1000,2030300,0.0000,0.0013,0.0006,0.5,1,0.0001,0.0000,0.5,8,3,0.1995
4,8,11,400,1000,3200,0.0000,0.0024,0.0005,0.5,3,0.0002,0.0000,0.9,8,1,0.1495
8,4,1,400,10000,192480800,0.0000,0.0014,0.0005,0.75,4,0.0001,0.0000,0.3,8,3,2.3062
2,8,1,400,1000,801200,0.0000,0.0013,0.0004,0.5,2,0.0000,0.0000,1,8,2,0.2035
8,8,20,100,22875.0,30500,0.0000,0.0010,0.0004,0.75,8,0.0001,0.0000,0.5,8,2,2.8859
4,4,6,400,100000,480400,0.0000,0.0014,0.0005,0.75,4,0.0000,0.0000,1,4,2,17.9083
2,4,0,100,1000,20200,0.0000,0.0029,0.0371,0.5,5,0.0002,0.0000,0.37,4,2,0.3186
4,2,17,400,100000,641600,0.0000,0.0011,0.0004,0.75,9,0.0000,0.0000,1,8,2,31.3253
4,4,6,200,30450.0,40600,0.0000,0.0009,0.0003,0.5,5,0.0001,0.0000,0.9,4,2,6.5855
4,4,6,100,10000,30100,0.0000,0.0022,0.0007,0.25,7,0.0001,0.0000,1,4,2,2.4676
4,2,5,400,1000,1600,0.0000,59.8623,,0.75,8,,,,4,1,60.0012
8,2,26,200,10000,81200,0.0000,0.0014,0.0005,0.25,6,0.0000,0.0000,1,8,2,1.4612
8,8,20,200,10000,121000,0.0000,0.0142,,0.25,8,,,,8,2,1.6000
4,2,15,400,10000,384000800,0.0000,0.0025,0.0005,0.25,5,0.0001,0.0000,0.1,8,3,2.7572
8,4,10,200,1000,1600,0.0002,0.0138,,0.25,7,,,,8,1,0.2148
8,2,6,200,1000,1600,0.0000,0.0039,,0.5,4,,,,8,1,0.1310
4,2,15,100,1000,3050000,0.0000,0.0015,0.0005,0.25,9,0.0001,0.0000,0.4,8,3,0.2708
4,2,17,200,10000,160800,0.0000,0.0015,0.0006,0.75,3,0.0000,0.0000,1,8,2,2.7622
2,2,22,100,10000,3040100,0.0000,0.0010,0.0004,0.25,1,0.0000,0.0000,1,8,3,1.9604
8,2,6,200,1000,1600,0.0000,0.0050,,0.5,1,,,,8,1,0.1365
2,4,0,200,30150.0,40200,0.0000,0.0060,0.0004,0.25,9,0.0000,0.0000,1,2,2,6.0140
4,8,17,200,100000,24080600,0.0000,0.0018,0.0005,0.75,7,0.0001,0.0000,0.9,8,3,40.0742
8,2,26,400,1000,960800,0.0000,0.0011,0.0004,0.5,4,0.0000,0.0000,1,8,2,0.2133
4,8,1,400,10000,128000800,0.0000,0.0018,0.0006,0.5,6,0.0001,0.0000,0.1,4,3,3.1266
2,4,0,200,1000,120200,0.0000,0.0014,0.0005,0.75,8,0.0001,0.0000,0.2,4,2,0.2568
4,2,15,400,100000,384000800,0.0000,0.0024,0.0009,0.75,5,0.0001,0.0000,0.9,8,3,33.6840
4,2,5,400,1200.0,1600,0.0000,0.0083,,0.5,9,,,,4,1,0.1533
8,8,8,200,1200.0,1600,0.0000,0.0033,,0.5,4,,,,8,1,0.1598
4,8,11,200,1200.0,1600,0.0000,0.0029,,0.5,4,,,,8,1,0.1560
2,8,23,100,1000,5030000,0.0000,0.0009,0.0004,0.25,2,0.0000,0.0000,1,8,3,0.1763
8,4,6,400,10000,192000400,0.0000,0.0025,0.0004,0.5,2,0.0000,0.0000,1,4,3,2.9683
4,2,23,200,100000,16200200,0.0000,0.0010,0.0003,0.25,5,0.0000,0.0000,1,8,3,20.6226
2,2,19,100,1000,50300,0.0000,0.0008,0.0003,0.75,4,0.0000,0.0000,0.1,8,2,0.1132
2,4,21,200,1000,16041000,0.0000,0.0008,0.0003,0.25,5,0.0000,0.0000,0.2,8,3,0.0808
4,4,15,100,100000,3010400,0.0000,0.0018,0.0004,0.25,3,0.0001,0.0000,0.1,8,3,24.5180
4,8,15,100,100000,4000400,0.0000,0.0013,0.0003,0.25,5,0.0000,0.0000,1,8,3,18.0684
2,4,0,100,22575.0,30100,0.0000,0.1004,,0.25,2,,,,4,2,3.3353
4,4,15,100,100000,4020200,0.0000,0.0013,0.0003,0.25,5,0.0000,0.0000,1,8,3,15.9820
4,8,17,400,10000,192480800,0.0000,30.0600,,0.5,4,28.6347,,,8,3,60.0002
2,4,21,200,100000,32160000,0.0000,0.0009,0.0003,0.25,0,0.0000,0.0000,1,8,3,20.9142
8,4,10,400,2400.0,3200,0.0000,0.0041,,0.75,6,,,,8,1,0.3981
8,4,8,400,10000,801200,0.0000,0.0026,,0.75,3,,,,8,2,1.8213
8,2,6,200,1200.0,1600,0.0000,0.0040,,0.25,7,,,,8,1,0.0816
8,8,20,200,60900.0,81200,0.0000,0.1305,,0.5,9,,,,8,2,11.9323
8,4,4,100,15150.0,20200,0.0000,0.0651,0.0003,0.25,5,0.0001,0.0000,1,4,2,3.3811
2,2,19,100,30300.0,40400,0.0000,0.0013,0.0004,0.75,5,0.0001,0.0000,0.3,8,2,7.3141
4,4,6,100,22575.0,30100,0.0000,0.0286,,0.25,4,,,,4,2,5.3839
4,4,6,100,1000,20200,0.0000,0.0119,,0.5,6,,,,4,2,0.1831
2,8,1,400,1000,801200,0.0000,0.0021,0.0007,0.75,2,0.0001,0.0001,1,8,2,0.1991
2,4,0,400,10000,480400,0.0000,0.0336,,0.5,7,,,,4,2,3.2174
4,8,17,200,10000,16120600,0.0000,0.0014,0.0006,0.5,6,0.0001,0.0000,0.5,8,3,2.2972
4,2,23,200,10000,40120000,0.0000,0.0008,0.0003,0.25,2,0.0000,0.0000,1,8,3,1.6982
8,2,26,200,1000,160800,0.0000,0.0019,,0.75,9,,,,8,2,0.1441
8,8,1,400,600.0,800,0.0000,0.0029,,0.25,3,,,,2,1,0.0592
4,4,15,100,100000,3020300,0.0000,0.0010,0.0003,0.5,6,0.0000,0.0000,1,8,3,18.7735
4,8,15,400,10000,256480400,0.0000,0.0008,0.0003,0.5,0,0.0000,0.0000,1,8,3,2.1625
4,8,1,200,1000,24040000,0.0000,0.0008,0.0005,0.75,7,0.0001,0.0000,0.4,4,3,0.1206
2,2,19,200,90750.0,121000,0.0000,0.0018,0.0004,0.25,0,0.0000,0.0000,1,8,2,14.4675
8,4,3,200,1000,1600,0.0000,0.0036,,0.75,4,,,,8,1,0.1132
4,4,15,200,100000,40080200,0.0002,0.0116,0.0010,0.5,7,0.0002,0.0001,0.2,8,3,23.9532
8,4,4,200,10000,120200,0.0000,0.0020,0.0006,0.5,6,0.0001,0.0000,1,4,2,1.9597
8,4,4,400,100000,320800,0.0000,0.8924,0.0005,0.75,5,0.0007,0.0000,0.8,4,2,24.6368
2,4,0,400,100000,480400,0.0000,0.8729,,0.5,2,,,,4,2,33.8580
2,4,16,200,10000,200600,0.0000,0.0016,0.0006,0.75,9,0.0001,0.0001,0.9,8,2,4.1932
4,8,1,200,10000,16040200,0.0000,0.0736,,0.5,1,,,,4,3,1.9079
8,8,15,400,1000,3200,0.0000,0.0014,0.0004,0.5,3,0.0000,0.0000,1,8,1,0.0758
2,8,1,200,1000,1600,0.0000,0.0049,0.0145,0.75,8,0.0004,0.0001,0.796,8,1,0.1783
4,2,1,400,10000,64160000,0.0000,0.0008,0.0003,0.25,3,0.0000,0.0000,1,2,3,1.5968
8,8,15,200,1200.0,1600,0.0000,0.0028,,0.25,3,,,,8,1,0.0817
4,8,1,100,100000,3010000,0.0000,0.0017,0.0004,0.25,7,0.0001,0.0000,0.3,4,3,21.1642
8,2,6,200,1000,1600,0.0000,0.0062,,0.5,8,,,,8,1,0.1418
2,4,0,400,1000,320800,0.0000,0.0022,,0.25,9,,,,4,2,0.0927
8,2,6,100,600.0,800,0.0000,0.0033,,0.5,2,,,,8,1,0.0914
4,4,9,200,1200.0,1600,0.0000,0.0064,,0.75,1,,,,8,1,0.3917
4,2,15,200,10000,16120600,0.0000,0.0009,0.0003,0.25,1,0.0000,0.0000,1,8,3,1.0910
4,2,8,100,10000,2030300,0.0000,0.0009,0.0003,0.75,4,0.0000,0.0000,0.4,8,3,1.1439
2,2,28,400,1000,256480400,0.0000,0.0009,0.0003,0.5,9,0.0000,0.0000,0.8,8,3,0.1060
8,4,8,400,10000,322400,0.0000,0.0481,,0.25,8,,,,8,2,1.5271
2,4,3,100,1000,4020200,0.0000,0.0018,0.0004,0.25,8,0.0002,0.0000,0.1,8,3,0.1768
8,4,6,100,100000,3000100,0.0000,0.0039,0.0004,0.5,2,0.0000,0.0000,1,4,3,26.5596
2,8,12,100,30300.0,40400,0.0000,0.0014,0.0005,0.25,5,0.0000,0.0000,1,8,2,5.9029
8,8,4,400,10000,960800,0.0000,0.0016,0.0005,0.5,9,0.0001,0.0000,0.1,8,2,2.0548
2,8,5,200,1000,1600,0.0000,0.0023,,0.5,5,,,,8,1,0.0904
4,8,11,400,1000,3200,0.0000,0.0037,,0.75,5,,,,8,1,0.0979
8,4,10,400,1000,3200,0.0000,0.0023,,0.25,3,,,,8,1,0.0780
4,8,1,400,100000,128160400,0.0000,0.0045,,0.25,4,,,,4,3,13.7015
8,8,20,100,1000,20600,0.0000,0.0694,,0.25,9,,,,8,2,0.1591
8,2,26,200,1000,160800,0.0000,0.0010,0.0004,0.25,9,0.0001,0.0000,0.8,8,2,0.0970
8,8,8,200,1000,1600,0.0000,0.0056,,0.5,8,,,,8,1,0.0942
4,2,1,100,10000,1000100,0.0000,0.0016,0.0005,0.75,9,0.0001,0.0000,0.6,2,3,2.0004
2,8,12,400,10000,641600,0.0000,0.0154,,0.75,5,,,,8,2,2.6539
4,8,17,100,100000,1060100,0.0000,0.0016,0.0006,0.75,2,0.0001,0.0000,0.1,8,3,23.4228
8,8,8,200,1000,1600,0.0000,0.0060,,0.75,8,,,,8,1,0.1066
8,8,22,100,600.0,800,0.0000,0.0020,,0.25,6,,,,8,1,0.0517
8,4,10,200,1000,1600,0.0000,0.0022,,0.25,8,,,,8,1,0.0768
4,8,15,100,1000,4000400,0.0000,0.0010,0.0004,0.75,5,0.0001,0.0000,0.6,8,3,0.1483
8,8,22,400,2400.0,3200,0.0000,0.0026,,0.25,7,,,,8,1,0.2064
4,8,1,200,100000,16000400,0.0000,0.0013,0.0004,0.5,5,0.0000,0.0000,1,4,3,16.4198
4,2,8,200,100000,16120600,0.0000,0.0019,0.0004,0.5,0,0.0001,0.0000,0.3,8,3,24.8528
8,4,6,200,100000,8080200,0.0000,34.6665,,0.75,8,,,,4,3,60.0004
2,4,3,100,10000,3030200,0.0000,0.0010,0.0004,0.5,2,0.0000,0.0000,1,8,3,1.4046
4,8,15,400,1000,128321600,0.0000,0.0051,,0.5,6,,,,8,3,0.1166
8,2,6,400,1000,3200,0.0000,0.0048,,0.5,8,,,,8,1,0.0930
2,8,5,100,600.0,800,0.0000,0.0033,0.0107,0.5,2,0.0003,0.0000,0.5688,8,1,0.0699
4,2,1,100,10000,1010000,0.0000,0.0011,0.0004,0.5,6,0.0000,0.0000,1,2,3,1.2676
2,4,0,100,1000,20000,0.0000,0.0010,0.0004,0.25,1,0.0000,0.0000,1,2,2,0.1035
4,2,15,100,1000,3020300,0.0000,0.0011,0.0004,0.25,6,0.0001,0.0000,0.4,8,3,0.1181
2,4,21,200,1000,32160000,0.0000,0.0010,0.0003,0.25,0,0.0000,0.0000,1,8,3,0.1204
8,4,12,100,10000,2040200,0.0000,0.0069,,0.75,9,,,,8,3,1.3476
2,4,0,200,30150.0,40200,0.0000,0.0683,,0.5,7,,,,2,2,3.5243
2,2,28,100,1000,3030200,0.0000,0.0009,0.0004,0.75,2,0.0001,0.0000,0.2,8,3,0.1339
2,4,0,100,10000,30100,0.0000,0.0010,0.0007,0.5,8,0.0001,0.0000,0.8,4,2,1.1216
8,8,20,100,600.0,800,0.0000,0.0020,,0.75,9,,,,8,1,0.0623
8,4,12,400,100000,256320800,0.0000,0.0023,0.0005,0.75,1,0.0000,0.0000,1,8,3,22.9614
4,2,9,400,2400.0,3200,0.0000,0.0157,0.0007,0.25,9,0.0001,0.0000,1,8,1,0.6593
8,4,12,400,1000,256161200,0.0000,0.0012,0.0004,0.75,5,0.0001,0.0000,0.3,8,3,0.1961
4,8,17,200,10000,16120600,0.0000,0.0024,0.0004,0.25,6,0.0000,0.0000,1,8,3,2.1929
4,4,6,200,60300.0,80400,0.0000,0.0015,0.0006,0.25,1,0.0000,0.0000,1,4,2,8.1722
4,4,15,100,10000,3020300,0.0000,0.0107,,0.5,6,,,,8,3,1.1315
2,4,3,200,10000,24080600,0.0000,0.0016,0.0006,0.25,0,0.0001,0.0000,0.1,8,3,1.5683
2,2,27,400,1000,801200,0.0000,0.0015,0.0006,0.75,9,0.0001,0.0000,0.6,8,2,0.1836
8,2,26,200,10000,280200,0.0000,0.0017,0.0003,0.5,5,0.0001,0.0000,0.5,8,2,0.9530
2,4,0,100,7575.0,10100,0.0000,0.0289,,0.5,7,,,,2,2,0.8811
8,8,20,100,1000,30500,0.0000,0.0069,,0.25,8,,,,8,2,0.1521
2,2,27,200,1000,200600,0.0000,0.0015,0.0005,0.75,2,0.0001,0.0000,0.6,8,2,0.1882
2,4,0,200,1000,80000,0.0000,0.0026,,0.75,3,,,,2,2,0.1377
2,2,19,100,8025.0,10700,0.0000,0.1014,0.0004,0.75,9,0.0001,0.0000,1,8,2,1.0245
8,4,10,200,1200.0,1600,0.0000,0.5002,,0.75,4,,,,8,1,0.6079
2,4,5,100,600.0,800,0.0000,0.0036,,0.25,0,,,,8,1,0.0764
4,4,15,200,10000,24080600,0.0000,0.0102,,0.25,6,,,,8,3,1.2433
8,4,3,400,2400.0,3200,0.0000,0.0036,,0.75,6,,,,8,1,0.2192
8,2,6,400,1000,3200,0.0000,0.0028,,0.25,8,,,,8,1,0.0658
2,4,16,100,1000,50300,0.0000,0.0021,,0.25,9,,,,8,2,0.0945
4,2,12,100,600.0,800,0.0000,0.0024,0.0004,0.25,2,0.0000,0.0000,1,8,1,0.0515
4,8,1,200,10000,16040200,0.0000,0.0840,,0.25,1,,,,4,3,1.2588
4,2,17,400,100000,641600,0.0000,0.0009,0.0004,0.25,3,0.0001,0.0000,0.3,8,2,10.7815
4,4,9,400,1000,3200,0.0000,0.0022,,0.25,0,,,,8,1,0.0771
4,8,17,400,1000,192480800,0.0000,0.3574,0.0004,0.25,4,0.0002,0.0000,1,8,3,0.4645
4,4,1,100,100000,2000200,0.0000,0.0025,0.0005,0.5,4,0.0000,0.0000,1,4,3,25.5879
8,8,1,400,600.0,800,0.0000,0.0038,,0.25,7,,,,2,1,0.0852
8,4,9,100,1000,40400,0.0000,0.2270,2.0824,0.5,5,0.0800,0.1461,,8,2,60.0010
4,4,1,400,10000,64480000,0.0000,0.0061,,0.25,6,,,,4,3,2.3833
8,8,8,400,1000,3200,0.0000,0.0074,,0.25,0,,,,8,1,0.1298
2,8,5,400,1000,3200,0.0000,0.0066,,0.75,5,,,,8,1,0.1582
2,8,1,400,100000,162800,0.0000,0.0024,0.0004,0.5,5,0.0001,0.0000,0.3,8,2,21.6392
8,8,15,200,1200.0,1600,0.0000,0.0039,,0.75,3,,,,8,1,0.1991
2,2,28,100,10000,3030200,0.0000,0.0023,0.0035,0.75,0,0.0001,0.0001,0.5,8,3,2.7838
2,8,1,400,1000,482000,0.0000,0.0022,0.0005,0.75,0,0.0002,0.0000,0.1,8,2,0.1684
4,2,15,200,1000,16120600,0.0000,0.0059,0.0031,0.75,1,0.0002,0.0001,0.7,8,3,0.2235
4,8,15,100,100000,4030100,0.0000,0.0016,0.0005,0.25,0,0.0000,0.0000,1,8,3,18.1761
8,4,6,200,10000,16080000,0.0000,0.1388,,0.5,0,,,,4,3,2.7099
8,4,6,100,1000,1020100,0.0000,10.3097,0.0003,0.75,8,0.0003,0.0000,0.9,4,3,10.5016
8,4,10,100,600.0,800,0.0000,0.0020,,0.5,2,,,,8,1,0.0575
4,2,9,400,2400.0,3200,0.0000,0.0526,,0.25,7,,,,8,1,0.1913
2,4,0,200,1000,80400,0.0000,0.0094,,0.75,6,,,,4,2,0.1261
2,8,12,100,1000,70100,0.0000,0.0018,0.0004,0.5,8,0.0000,0.0001,1,8,2,0.1212
4,8,1,200,100000,16040200,0.0000,0.0022,0.0004,0.5,1,0.0000,0.0000,1,4,3,30.4190
8,8,15,100,600.0,800,0.0000,0.0025,,0.75,2,,,,8,1,0.0815
8,8,20,200,100000,200600,0.0000,0.3240,,0.75,3,,,,8,2,24.5622
8,4,3,400,1000,3200,0.0000,0.4592,0.0006,0.25,7,0.0003,0.0000,1,8,1,0.6799
2,8,5,200,1000,1600,0.0000,0.0049,,0.75,3,,,,8,1,0.1778
8,4,9,400,100000,960800,0.0000,0.3039,,0.75,1,,,,8,2,16.4153
4,2,5,100,300.0,400,0.0000,0.0021,0.0004,0.5,8,0.0002,0.0000,0.7,4,1,0.0301
8,4,6,400,10000,128160400,0.0000,0.0012,0.0004,0.5,6,0.0000,0.0000,1,4,3,2.7301
8,4,4,100,1000,30100,0.0000,0.0011,0.0004,0.5,4,0.0001,0.0000,0.7,4,2,0.1737
2,8,1,100,1000,50300,0.0000,0.0145,0.0007,0.25,2,0.0001,0.0000,1,8,2,0.3383
4,2,17,400,10000,801200,0.0000,0.0017,0.0004,0.25,2,0.0001,0.0000,0.2,8,2,1.8726
4,8,17,100,10000,2040200,0.0000,0.0015,0.0005,0.5,8,0.0001,0.0000,0.1,8,3,3.0299
8,8,1,100,150.0,200,0.0000,0.0029,,0.25,3,,,,2,1,0.0245
8,8,8,200,1200.0,1600,0.0000,0.0029,,0.5,5,,,,8,1,0.1623
2,4,0,200,100000,160000,0.0000,0.3689,,0.75,0,,,,4,2,26.3489
2,2,22,100,1000,3040100,0.0000,0.0014,0.0004,0.5,1,0.0000,0.0000,1,8,3,0.2247
2,4,21,100,100000,3030200,0.0000,0.0017,0.0004,0.25,4,0.0000,0.0000,1,8,3,22.7582
4,2,23,100,1000,2030300,0.0000,0.0023,0.0004,0.5,3,0.0000,0.0000,1,8,3,0.1815
8,8,20,400,2400.0,3200,0.0000,0.0046,,0.75,1,,,518.,8,1,0.1868
4,2,1,400,100000,64000400,0.0002,0.0096,0.0007,0.75,7,0.0001,0.0000,1,2,3,26.7218
8,8,20,400,1000,482000,0.0000,0.0036,,0.75,8,,,,8,2,0.1819
2,2,27,200,1000,200600,0.0000,0.0013,0.0005,0.75,0,0.0001,0.0000,0.7,8,2,0.2281
2,2,27,400,10000,801200,0.0000,0.0013,0.0005,0.25,1,0.0000,0.0000,1,8,2,1.8936
8,4,4,400,100000,480400,0.0000,0.0015,0.0005,0.25,6,0.0000,0.0000,1,4,2,18.3929
4,4,9,400,2400.0,3200,0.0000,0.0081,,0.25,9,,,,8,1,0.3186
8,8,20,200,1000,1600,0.0000,0.0036,0.0005,0.5,5,0.0000,0.0000,1,8,1,0.1658
4,2,1,400,10000,64160000,0.0000,0.0014,0.0005,0.75,1,0.0000,0.0000,1,2,3,2.5674
4,4,9,100,600.0,800,0.0000,0.0045,,0.75,0,,,,8,1,0.1147
4,8,11,400,1000,3200,0.0000,0.0054,,0.75,8,,,,8,1,0.1978
8,4,10,100,600.0,800,0.0000,0.0066,,0.25,8,,,,8,1,0.0962
8,8,20,200,1000,1600,0.0000,0.0035,,0.5,7,,,,8,1,0.1602
8,4,3,200,1000,1600,0.0000,0.0039,,0.25,1,,,,8,1,0.1478
4,8,15,400,100000,192321200,0.0000,0.0013,0.0003,0.5,1,0.0000,0.0000,1,8,3,19.8412
8,4,10,200,1200.0,1600,0.0000,0.0016,0.0003,0.25,0,0.0000,0.0000,1,8,1,0.0895
2,4,21,100,100000,4010300,0.0000,0.0018,0.0005,0.25,2,0.0000,0.0000,1,8,3,19.9363
8,8,8,400,2400.0,3200,0.0000,0.0043,,0.25,9,,,,8,1,0.3372
8,4,8,200,10000,121000,0.0000,0.0282,,0.75,2,,,,8,2,2.3157
4,2,15,100,100000,3020300,0.0000,0.0015,0.0004,0.25,3,0.0000,0.0000,1,8,3,24.0468
4,4,15,400,10000,128321600,0.0000,0.0014,0.0005,0.5,9,0.0000,0.0000,1,8,3,2.3061
4,2,15,100,10000,4010300,0.0000,0.0113,0.0004,0.25,4,0.0000,0.0000,1,8,3,2.3372
8,4,1,200,100000,24120400,0.0000,0.0013,0.0004,0.25,4,0.0000,0.0000,1,8,3,17.8149
2,4,16,400,1000,1120400,0.0000,0.0033,,0.25,8,,,,8,2,0.1054
4,2,23,400,10000,192161600,0.0000,0.0010,0.0004,0.75,9,0.0001,0.0000,0.7,8,3,1.4498
4,2,1,100,100000,1010000,0.0000,0.0023,0.0004,0.75,6,0.0000,0.0000,1,2,3,26.6872
2,8,12,400,1000,1120400,0.0000,0.0036,,0.25,8,,,,8,2,0.1609
4,2,1,400,1000,64160000,0.0001,0.0037,0.0027,0.5,6,0.0002,0.0002,0.5,2,3,0.6167
2,4,21,100,10000,3020300,0.0000,0.0013,0.0005,0.5,3,0.0001,0.0000,0.1,8,3,2.1878
4,2,15,100,1000,4010300,0.0001,0.0047,0.0006,0.25,8,0.0001,0.0000,1,8,3,0.3388
4,2,23,100,1000,6010100,0.0000,0.0021,0.0008,0.75,6,0.0001,0.0001,0.4,8,3,0.4239
2,2,28,100,100000,6020000,0.0000,0.0011,0.0004,0.25,6,0.0001,0.0000,0.5,8,3,25.4282
8,4,9,200,1000,200600,0.0000,0.0009,0.0004,0.75,9,0.0001,0.0000,0.9,8,2,0.1238
4,4,1,100,100000,1010200,0.0000,0.0016,0.0003,0.25,0,0.0000,0.0000,1,4,3,25.8377
8,8,20,200,1200.0,1600,0.0000,0.0029,0.0005,0.25,8,0.0001,0.0000,1,8,1,0.1457
