maximum.number.of.nodes,Clark's completion,Transform output,Propagating evidence,number.of.predicates,instance,Total time,maximum.arity,number.of.independent.pairs,domain.size,proportion.probabilistic,Solver call,Grounding,Transform input,Cycle breaking,universe.size,number.of.facts,number.of.variables,answer
2,0.0000,,0.0000,4,7,0.2542,2,0,100,0.5,,0.0023,,0.0000,30100,1000,4,1
2,,,0.0000,8,4,2.9468,2,1,100,0.75,,0.0080,,,60200,10000,8,
8,0.0003,0.0001,0.0001,4,6,6.2186,2,4,100,0.75,0.0279,0.0061,0.0002,0.0006,30100,22575.0,4,0.8
2,0.0000,,0.0000,8,8,33.0022,3,23,200,0.5,,0.0018,,0.0000,32040600,100000,8,1
2,,,0.0000,8,7,0.2101,1,1,400,0.25,,0.0071,,,3200,1000,8,
4,0.0000,0.0001,0.0000,8,1,0.3525,3,15,200,0.25,0.0189,0.0025,0.0002,0.0001,48040200,1000,4,0.5
4,0.0000,,0.0000,8,7,2.7790,3,23,400,0.25,,0.0014,,0.0000,192480800,10000,2,1
4,,,0.0000,8,1,0.2882,3,17,100,0.25,,0.0042,,,3020300,1000,8,
2,,,0.0000,8,1,32.1060,3,23,100,0.5,,0.1470,,,4020200,100000,8,
2,,,0.0000,8,6,0.1189,3,23,400,0.5,,0.0024,,,384160400,1000,8,
4,0.0000,0.0000,0.0001,8,6,1.9390,2,17,100,0.25,0.0441,0.0015,0.0003,0.0001,30500,10000,2,0.9
4,,,0.0000,8,7,39.2534,3,15,400,0.75,,0.1648,,,320160800,100000,8,
4,0.0000,,0.0000,2,6,32.4599,3,1,100,0.5,,0.0029,,0.0000,1010000,100000,2,1
4,0.0000,,0.0000,8,1,0.2941,3,15,100,0.25,,0.0016,,0.0000,6010100,1000,4,1
4,0.0001,0.0000,0.0003,8,2,3.6550,3,8,200,0.75,0.0281,0.0096,0.0003,0.0001,24040800,10000,2,0.2
4,,,0.0000,4,6,34.1937,3,1,100,0.5,,0.0175,,,1030000,100000,4,
4,0.0000,,0.0000,8,4,33.1736,3,17,100,0.5,,0.1511,,0.0001,3030200,100000,8,1
2,0.0000,,0.0001,8,0,25.8331,3,22,200,0.5,,0.0104,,0.0002,40040400,100000,2,1
2,0.0000,,0.0000,8,0,2.9758,3,27,200,0.25,,0.0014,,0.0000,40080200,10000,4,1
2,0.0001,0.0000,0.0000,8,3,3.5019,3,21,400,0.75,0.0239,0.0016,0.0010,0.0001,192321200,10000,4,0.1
4,0.0000,,0.0001,8,9,0.2316,2,17,400,0.25,,0.0015,,0.0000,641600,1000,2,1
8,0.0001,,0.0000,8,8,0.2078,1,3,200,0.5,,0.0025,,0.0000,1600,1000,4,1
2,0.0000,,0.0000,4,8,2.5306,2,0,100,0.25,,0.0015,,0.0001,30100,10000,4,1
2,0.0000,0.0000,0.0000,4,3,0.2622,1,5,400,0.5,0.0193,0.0028,0.0002,0.0002,1600,1000,4,0.6
8,,,0.0000,8,8,0.1415,1,10,100,0.75,,0.0033,,,800,600.0,4,
8,,,0.0000,8,8,0.3287,1,6,200,0.75,,0.0040,,,1600,1200.0,2,
2,0.0001,,0.0000,8,9,2.4957,2,16,400,0.25,,0.0016,,0.0000,801200,10000,4,1
4,0.0000,0.0000,0.0002,8,7,0.3749,3,23,100,0.75,0.0270,0.0059,0.0003,0.0001,3030200,1000,2,0.2
8,0.0000,0.0001,0.0000,8,8,3.5888,3,1,400,0.5,0.0278,0.0017,0.0002,0.0001,320160800,10000,4,0.8
8,,,0.0002,8,3,0.2198,1,8,400,0.5,,0.0088,,,3200,1000,8,
2,0.0000,,0.0000,8,2,2.9012,3,28,200,0.25,,0.0017,,0.0000,24120400,10000,2,1
2,,,0.0000,8,4,0.2744,3,3,100,0.5,,0.0062,,,2050100,1000,4,
2,0.0001,0.0000,0.0000,8,9,7.0422,2,19,200,0.75,0.0294,0.0020,0.0002,0.0003,41400,31050.0,2,0.3
2,0.0000,0.0000,0.0000,8,4,3.0868,2,27,200,0.75,0.0272,0.0014,0.0002,0.0001,200600,10000,2,0.9
2,0.0003,0.0001,0.0000,8,1,4.8796,3,3,200,0.75,0.0339,0.0894,0.0010,0.0016,40080200,10000,4,0.95437
4,0.0000,0.0000,0.0001,4,6,27.3021,3,1,200,0.25,0.0401,0.0040,0.0002,0.0001,8120000,100000,4,0.6
2,,,0.0000,8,4,26.8341,2,16,200,0.75,,0.4339,,,200600,100000,4,
4,,,0.0000,8,8,18.9034,3,17,100,0.5,,0.0317,,,2040200,100000,8,
4,0.0000,0.0000,0.0000,8,7,1.8938,3,23,100,0.25,0.0157,0.0010,0.0001,0.0001,3030200,10000,2,0.1
4,0.0000,0.0000,0.0000,8,6,14.7224,2,17,200,0.25,0.0432,0.0013,0.0001,0.0001,121000,90750.0,2,0.7
4,0.0001,0.0000,0.0000,8,9,0.3121,3,17,200,0.75,0.0334,0.0029,0.0002,0.0003,24040800,1000,8,0.9
4,0.0000,,0.0000,8,1,0.2365,2,17,100,0.5,,0.0013,,0.0000,40400,1000,2,1
8,,,0.0000,4,9,0.1991,2,4,400,0.25,,0.0051,,,320800,1000,4,
2,0.0000,,0.0000,8,9,30.3667,3,28,400,0.25,,0.0014,,0.0000,256480400,100000,2,1
2,0.0000,0.0000,0.0000,8,1,26.2238,2,1,400,0.75,0.0302,0.0016,0.0002,0.0001,482000,100000,8,0.5
8,0.0000,0.0000,0.0000,8,5,0.2386,2,9,400,0.75,0.0288,0.0010,0.0003,0.0001,641600,1000,4,0.3
2,0.0000,0.0000,0.0002,8,6,23.4373,2,27,200,0.75,0.0358,0.0070,0.0002,0.0001,240400,100000,2,0.8
2,0.0000,,0.0001,4,7,0.2251,2,0,400,0.75,,0.0109,,0.0001,480400,1000,4,1
8,,,0.0000,8,3,0.1517,1,3,100,0.75,,0.0083,,,800,600.0,4,218.
4,0.0000,0.0000,0.0000,4,5,2.3896,3,1,200,0.25,0.0263,0.0016,0.0002,0.0001,16000400,10000,8,0.6
8,,,0.0000,8,7,59.1514,2,20,200,0.75,,32.9963,,,121000,90750.0,8,
4,,,0.0001,8,2,0.2920,1,9,200,0.75,,0.0061,,,1600,1200.0,2,
4,,,0.0000,8,6,39.3669,3,15,200,0.75,,0.1256,,,16080800,100000,8,
2,0.0000,,0.0000,8,3,3.5002,3,22,400,0.25,,1.6334,,0.0005,128321600,10000,2,1
4,,,0.0000,8,0,0.5200,3,17,400,0.75,,0.0057,,,320320400,1000,8,
2,0.0000,0.0000,0.0000,8,3,3.1307,2,12,200,0.75,0.0294,0.0019,0.0002,0.0001,160800,10000,8,0.4
2,,,0.0000,8,2,0.4455,1,5,400,0.25,,0.0157,,,3200,2400.0,8,
8,,,0.0000,8,3,29.2981,3,1,400,0.25,,0.8156,,,128481200,100000,4,
8,,,0.0001,8,6,0.2964,2,9,400,0.75,,0.0126,,,960800,1000,4,
4,0.0000,0.0000,0.0000,8,6,3.4798,3,15,200,0.75,0.0285,0.0016,0.0002,0.0001,24080600,10000,2,0.4
4,0.0001,,0.0000,4,4,29.9110,3,1,400,0.25,,0.0025,,0.0001,128000800,100000,4,1
8,0.0000,0.0002,0.0000,8,0,30.0641,2,26,200,0.75,0.0486,0.0017,0.0001,0.0001,160800,100000,2,0.3
4,,,0.0001,4,4,2.8312,2,6,400,0.5,,0.0083,,,480400,10000,4,
2,,,0.0000,8,0,0.2292,2,19,100,0.25,,0.0077,,,30500,1000,2,
8,0.0001,,0.0000,4,0,0.3363,3,6,400,0.75,,0.0033,,0.0002,128320000,1000,4,1
2,0.0000,0.0000,0.0000,8,8,3.5851,3,3,400,0.75,0.0264,0.0016,0.0002,0.0001,256320800,10000,4,0.3
4,,,0.0000,4,3,0.2875,3,1,400,0.25,,0.0098,,,192000400,1000,8,
4,0.0001,0.0000,0.0000,8,5,36.4006,3,15,100,0.5,0.0355,0.0030,0.0002,0.0003,4000400,100000,8,0.5
2,0.0000,0.0000,0.0000,8,1,0.3152,3,28,100,0.75,0.0315,0.0022,0.0002,0.0002,3020300,1000,2,0.9
4,0.0000,0.0001,0.0000,2,7,0.1339,3,1,400,0.5,0.0110,0.0008,0.0001,0.0001,64000400,1000,2,0.5
4,0.0000,,0.0000,8,3,0.1175,3,15,200,0.25,,0.0018,,0.0000,24040800,1000,4,1
4,,,0.0000,8,2,0.1464,1,11,400,0.75,,0.0030,,,3200,1000,8,
2,,,0.0000,4,3,0.0994,2,0,200,0.25,,0.0051,,,80400,1000,4,
4,0.0000,0.0000,0.0000,8,8,0.2303,3,15,400,0.75,0.0137,0.0012,0.0001,0.0001,256161200,1000,2,0.2
8,0.0001,0.0001,0.0000,8,6,2.7084,2,26,100,0.75,0.0280,0.0021,0.0002,0.0001,20600,10000,2,0.1
2,0.0000,,0.0000,8,2,1.3460,2,27,400,0.25,,0.0012,,0.0000,801200,10000,2,1
4,0.0000,0.0000,0.0000,8,2,2.4713,3,15,100,0.75,0.0153,0.0014,0.0001,0.0001,4030100,10000,4,0.2
4,,,0.0000,8,6,0.1504,1,11,200,0.5,,0.0034,,,1600,1200.0,8,
8,0.0000,0.0000,0.0000,8,2,23.4471,2,8,400,0.25,0.0486,0.0019,0.0002,0.0001,482000,100000,4,0.6
8,,,0.0000,8,9,0.2826,2,4,100,0.25,,0.0031,,,60200,1000,8,
8,,,0.0000,8,3,0.2162,1,10,200,0.5,,0.0130,,,1600,1000,4,
8,0.0000,0.0000,0.0000,8,4,0.1638,1,10,400,0.5,0.0170,0.0021,0.0001,0.0002,3200,1000,4,0.5
4,0.0000,0.0001,0.0000,2,7,24.6443,3,1,200,0.25,0.0590,0.0029,0.0003,0.0001,8000200,100000,2,0.6
4,,,0.0000,4,8,60.0002,1,5,400,0.5,,59.9082,,,1600,1000,2,
8,0.0000,0.0000,0.0000,8,9,0.1351,2,4,200,0.25,0.0148,0.0016,0.0002,0.0001,240400,1000,8,0.3
4,0.0000,,0.0000,4,0,0.2498,3,1,200,0.75,,0.0014,,0.0000,16040200,1000,8,1
4,0.0000,,0.0000,8,5,0.1098,2,17,100,0.5,,0.0010,,0.0000,40400,1000,2,1
8,,,0.0000,4,0,1.4413,3,6,400,0.75,,0.0204,,,128320000,10000,4,
2,,,0.0000,4,2,0.0504,1,5,200,0.25,,0.0043,,,800,600.0,4,
8,,,0.0000,8,5,0.0963,1,22,400,0.75,,0.0021,,,3200,1000,8,
4,,,0.0000,8,2,22.2153,3,15,100,0.25,,0.0115,,,4030100,100000,4,
8,0.0000,0.0000,0.0000,8,5,1.1300,2,4,400,0.5,0.0134,0.0009,0.0001,0.0001,960800,10000,8,0.2
4,0.0000,,0.0000,8,6,1.3448,3,8,400,0.5,,0.0024,,0.0000,256161200,10000,2,1
8,,,0.0001,8,2,22.9747,2,8,200,0.75,,0.1465,,,121000,90750.0,4,
4,,,0.0000,8,4,2.1589,3,17,400,0.75,,0.0207,,,192480800,10000,8,
2,0.0001,0.0000,0.0000,8,3,0.2654,3,22,200,0.5,0.0263,0.0023,0.0002,0.0001,16080800,1000,2,0.1
2,0.0000,0.0000,0.0000,8,8,16.6886,3,22,200,0.5,0.0163,0.0009,0.0001,0.0000,32000800,100000,2,0.9
8,0.0000,0.0002,0.0000,8,3,1.5687,3,1,400,0.75,0.0216,0.0009,0.0002,0.0001,128481200,10000,4,0.8
4,0.0000,0.0000,0.0000,8,3,0.2742,1,9,200,0.75,0.0170,0.0027,0.0002,0.0002,1600,1200.0,2,0.5
8,,,0.0000,2,9,0.0327,1,1,100,0.75,,0.0029,,,200,150.0,8,
8,0.0000,,0.0000,8,5,0.1164,1,20,100,0.75,,0.0030,,0.0000,800,600.0,8,1
2,0.0001,0.0000,0.0000,2,4,29.9607,2,0,200,0.75,0.0248,16.8505,0.0001,0.3023,80000,60000.0,4,0.8
8,,,0.0000,4,6,0.2581,3,6,400,0.5,,0.0133,,,128160400,1000,4,
2,0.0000,,0.0000,8,5,0.2189,3,3,100,0.25,,0.0015,,0.0000,5010200,1000,4,1
2,,,0.0000,8,8,2.3127,3,21,200,0.5,,0.0035,,,16160400,10000,4,
8,0.0000,,0.0000,8,5,20.5999,2,4,200,0.5,,0.0009,,0.0000,240400,100000,8,1
2,0.0000,0.0000,0.0000,8,9,0.1450,3,3,100,0.5,0.0115,0.0010,0.0001,0.0001,4030100,1000,4,0.1
2,0.0003,,0.0000,8,9,22.4874,3,21,200,0.25,,0.0050,,0.0002,16080800,100000,4,1
2,0.0000,,0.0000,8,4,0.2427,3,3,400,0.5,,0.0463,,0.0001,128800400,1000,4,1
2,0.0000,,0.0000,8,9,0.1162,3,3,100,0.25,,0.0009,,0.0000,4030100,1000,4,1
2,0.0000,,0.0000,8,1,1.2233,3,3,100,0.25,,0.0022,,0.0000,5020100,10000,4,1
2,0.0000,,0.0000,2,0,1.3226,2,0,200,0.25,,0.0013,,0.0000,40200,10000,4,1
8,,,0.0000,8,1,2.0502,2,4,200,0.5,,0.0127,,,160800,10000,8,
4,0.0000,0.0000,0.0000,8,7,2.2785,2,17,100,0.75,0.0183,0.0014,0.0002,0.0001,40400,10000,2,0.3
8,0.0000,,0.0000,8,8,14.8152,2,9,200,0.25,,0.0014,,0.0000,121000,90750.0,4,1
2,0.0000,0.0000,0.0000,8,1,2.4284,3,21,200,0.5,0.0187,0.0015,0.0001,0.0001,32080400,10000,4,0.5
4,0.0000,,0.0000,2,7,0.2260,3,1,200,0.25,,0.0014,,0.0000,8000200,1000,2,1
4,0.0000,0.0000,0.0000,8,1,0.3053,3,15,400,0.75,0.0173,0.0014,0.0002,0.0001,384160400,1000,4,0.1
4,0.0000,,0.0000,8,0,0.2143,3,23,200,0.25,,0.0014,,0.0000,32080400,1000,2,1
2,,,0.0000,8,6,0.2256,3,23,400,0.25,,0.0031,,,384160400,1000,8,
2,0.0000,,0.0000,8,3,27.7088,3,23,400,0.75,,0.0016,,0.0000,384320000,100000,8,1
2,0.1085,0.0003,0.0000,8,8,60.2829,1,1,200,0.75,59.2448,0.3874,0.0050,0.1181,1600,1200.0,8,0.91
4,0.0000,,0.0000,8,5,0.1637,3,15,100,0.25,,0.0012,,0.0000,6000200,1000,2,1
4,0.0000,0.0000,0.0000,8,9,0.1431,3,17,400,0.5,0.0136,0.0010,0.0001,0.0001,192161600,1000,8,0.7
4,0.0000,0.0000,0.0000,8,5,0.1488,3,17,200,0.5,0.0126,0.0011,0.0001,0.0001,24120400,1000,8,0.3
8,,,0.0000,8,9,11.9818,2,4,200,0.5,,0.0025,,,240400,100000,8,
8,0.0000,0.0000,0.0000,8,0,1.2601,2,9,100,0.75,0.0131,0.0011,0.0001,0.0001,20600,10000,4,0.7
4,,,0.0000,4,6,0.1194,2,6,400,0.75,,0.0033,,,320800,1000,4,
2,,,0.0000,8,2,0.0547,1,5,100,0.5,,0.0024,,,800,600.0,4,
2,,,0.0000,8,1,0.0786,1,5,200,0.25,,0.0043,,,1600,1000,8,
2,,,0.0000,8,5,0.2269,1,1,400,0.75,,0.0029,,,3200,2400.0,8,
2,0.0000,0.0000,0.0000,4,2,1.1632,2,0,400,0.5,0.0127,0.0010,0.0001,0.0001,480400,10000,4,0.1
8,0.0000,0.0000,0.0000,8,4,1.3008,2,9,200,0.75,0.0132,0.0015,0.0001,0.0001,280200,10000,4,0.4
8,0.0000,0.0000,0.0000,8,7,0.1437,2,26,400,0.75,0.0121,0.0010,0.0001,0.0001,801200,1000,2,0.3
8,0.0000,,0.0000,8,5,0.3411,1,6,400,0.25,,0.0040,,0.0000,3200,2400.0,2,1
8,0.0000,,0.0000,8,5,21.9166,2,26,200,0.5,,0.0014,,0.0000,280200,100000,2,1
2,0.0000,0.0000,0.0000,8,5,19.8318,3,3,100,0.5,0.0298,0.0013,0.0002,0.0001,5010200,100000,4,0.3
8,0.0000,0.0000,0.0000,8,1,0.1529,3,1,100,0.5,0.0145,0.0011,0.0001,0.0001,2030300,1000,4,0.5
4,0.0000,0.0000,0.0000,8,3,0.1112,1,11,400,0.5,0.0119,0.0017,0.0001,0.0001,3200,1000,8,0.9
8,0.0000,0.0000,0.0000,8,4,3.2107,3,1,400,0.75,0.0374,0.0017,0.0002,0.0001,192480800,10000,4,0.3
2,0.0000,,0.0000,8,2,0.2787,2,1,400,0.5,,0.0009,,0.0000,801200,1000,8,1
8,0.0000,0.0001,0.0000,8,8,6.5783,2,20,100,0.75,0.0333,0.0017,0.0007,0.0001,30500,22875.0,8,0.5
4,0.0000,,0.0000,4,4,24.2659,2,6,400,0.75,,0.0012,,0.0000,480400,100000,4,1
2,0.0001,0.0001,0.0000,4,5,0.3519,2,0,100,0.5,0.0247,0.0057,0.0003,0.0020,20200,1000,4,0.37
4,0.0000,,0.0000,8,9,21.4867,2,17,400,0.75,,0.0014,,0.0000,641600,100000,2,1
4,0.0000,0.0000,0.0000,4,5,6.4611,2,6,200,0.5,0.0209,0.0015,0.0002,0.0001,40600,30450.0,4,0.9
4,0.0000,,0.0000,4,7,1.8207,2,6,100,0.25,,0.0014,,0.0000,30100,10000,4,1
4,,,0.0000,4,8,60.0002,1,5,400,0.75,,59.8242,,,1600,1000,2,
8,0.0000,,0.0000,8,6,1.8019,2,26,200,0.25,,0.0014,,0.0000,81200,10000,2,1
8,,,0.0000,8,8,1.8842,2,20,200,0.25,,0.0494,,,121000,10000,8,
4,0.0000,0.0000,0.0000,8,5,2.3785,3,15,400,0.25,0.0174,0.0015,0.0001,0.0001,384000800,10000,2,0.1
8,,,0.0000,8,7,0.1300,1,10,200,0.25,,0.0045,,,1600,1000,4,
8,,,0.0000,8,4,0.1410,1,6,200,0.5,,0.0022,,,1600,1000,2,
4,0.0000,0.0000,0.0000,8,9,0.1504,3,15,100,0.25,0.0136,0.0010,0.0001,0.0001,3050000,1000,2,0.4
4,0.0000,,0.0000,8,3,1.3146,2,17,200,0.75,,0.0010,,0.0000,160800,10000,2,1
2,0.0000,,0.0000,8,1,1.1766,3,22,100,0.25,,0.0008,,0.0000,3040100,10000,2,1
8,,,0.0000,8,1,0.0917,1,6,200,0.5,,0.0028,,,1600,1000,2,
2,0.0000,,0.0000,2,9,3.2834,2,0,200,0.25,,0.0038,,0.0000,40200,30150.0,4,1
4,0.0000,0.0000,0.0000,8,7,26.3745,3,17,200,0.75,0.0200,0.0011,0.0002,0.0001,24080600,100000,8,0.9
8,0.0000,,0.0000,8,4,0.2052,2,26,400,0.5,,0.0013,,0.0000,960800,1000,2,1
4,0.0000,0.0000,0.0000,4,6,1.5809,3,1,400,0.5,0.0142,0.0010,0.0001,0.0001,128000800,10000,8,0.1
2,0.0000,0.0000,0.0000,4,8,0.1619,2,0,200,0.75,0.0120,0.0010,0.0001,0.0001,120200,1000,4,0.2
4,0.0000,0.0000,0.0000,8,5,25.4840,3,15,400,0.75,0.0302,0.0015,0.0002,0.0001,384000800,100000,2,0.9
4,,,0.0000,4,9,0.1906,1,5,400,0.5,,0.0042,,,1600,1200.0,2,
8,,,0.0000,8,4,0.1123,1,8,200,0.5,,0.0033,,,1600,1200.0,8,
4,,,0.0000,8,4,0.1073,1,11,200,0.5,,0.0029,,,1600,1200.0,8,
2,0.0000,,0.0000,8,2,0.1247,3,23,100,0.25,,0.0009,,0.0000,5030000,1000,8,1
8,0.0000,,0.0000,4,2,2.5978,3,6,400,0.5,,0.0030,,0.0000,192000400,10000,4,1
4,0.0000,,0.0000,8,5,21.4719,3,23,200,0.25,,0.0016,,0.0000,16200200,100000,2,1
2,0.0000,0.0000,0.0000,8,4,0.2607,2,19,100,0.75,0.0173,0.0014,0.0002,0.0001,50300,1000,2,0.1
2,0.0000,0.0000,0.0000,8,5,0.2269,3,21,200,0.25,0.0175,0.0014,0.0002,0.0001,16041000,1000,4,0.2
4,0.0000,0.0000,0.0000,8,3,28.5050,3,15,100,0.25,0.0329,0.0018,0.0001,0.0001,3010400,100000,4,0.1
4,0.0000,,0.0000,8,5,23.9832,3,15,100,0.25,,0.0025,,0.0001,4000400,100000,8,1
2,,,0.0000,4,2,4.8683,2,0,100,0.25,,0.1416,,,30100,22575.0,4,
4,0.0000,,0.0000,8,5,25.7277,3,15,100,0.25,,0.0015,,0.0000,4020200,100000,4,1
4,,,0.0000,8,4,60.0002,3,17,400,0.5,,37.6325,,19.8483,192480800,10000,8,
2,0.0000,,0.0000,8,0,25.5993,3,21,200,0.25,,0.0013,,0.0000,32160000,100000,4,1
8,,,0.0000,8,6,0.2466,1,10,400,0.75,,0.0023,,,3200,2400.0,4,
8,,,0.0000,8,3,2.6431,2,8,400,0.75,,0.0074,,,801200,10000,4,
8,,,0.0000,8,7,0.1499,1,6,200,0.25,,0.0063,,,1600,1200.0,2,
8,,,0.0000,8,9,14.5038,2,20,200,0.5,,0.1918,,,81200,60900.0,8,
8,0.0000,,0.0000,4,5,2.9506,2,4,100,0.25,,0.1789,,0.0002,20200,15150.0,4,1
2,0.0001,0.0000,0.0000,8,5,7.2460,2,19,100,0.75,0.0305,0.0023,0.0002,0.0001,40400,30300.0,2,0.3
4,,,0.0000,4,4,3.3744,2,6,100,0.25,,0.0466,,,30100,22575.0,4,
4,,,0.0000,4,6,0.3550,2,6,100,0.5,,0.0221,,,20200,1000,4,
2,0.0000,,0.0000,8,2,0.1520,2,1,400,0.75,,0.0012,,0.0000,801200,1000,8,1
2,,,0.0000,4,7,2.6180,2,0,400,0.5,,0.0247,,,480400,10000,4,
4,0.0000,0.0000,0.0000,8,6,1.7037,3,17,200,0.5,0.0117,0.0009,0.0001,0.0001,16120600,10000,8,0.5
4,0.0000,,0.0000,8,2,1.8369,3,23,200,0.25,,0.0009,,0.0000,40120000,10000,2,1
8,,,0.0000,8,9,0.0998,2,26,200,0.75,,0.0018,,,160800,1000,2,
8,,,0.0000,2,3,0.0438,1,1,400,0.25,,0.0030,,,800,600.0,8,
4,0.0000,,0.0000,8,6,26.7441,3,15,100,0.5,,0.0026,,0.0001,3020300,100000,4,1
4,0.0000,,0.0000,8,0,1.1341,3,15,400,0.5,,0.0008,,0.0000,256480400,10000,8,1
4,0.0000,0.0000,0.0000,4,7,0.1501,3,1,200,0.75,0.0110,0.0008,0.0001,0.0001,24040000,1000,8,0.4
2,0.0000,,0.0000,8,0,11.0037,2,19,200,0.25,,0.0009,,0.0000,121000,90750.0,2,1
8,,,0.0000,8,4,0.1249,1,3,200,0.75,,0.0087,,,1600,1000,4,
4,0.0000,0.0000,0.0000,8,7,21.9992,3,15,200,0.5,0.0303,0.0016,0.0002,0.0001,40080200,100000,4,0.2
8,0.0000,,0.0000,4,6,1.6898,2,4,200,0.5,,0.0019,,0.0001,120200,10000,4,1
8,0.0000,0.0000,0.0000,4,5,17.8812,2,4,400,0.75,0.0294,1.0046,0.0002,0.0006,320800,100000,4,0.8
2,,,0.0000,4,2,13.2622,2,0,400,0.5,,0.4634,,,480400,100000,4,
2,0.0000,0.0000,0.0000,8,9,1.3204,2,16,200,0.75,0.0127,0.0009,0.0001,0.0001,200600,10000,4,0.9
4,,,0.0000,4,1,1.5023,3,1,200,0.5,,0.0840,,,16040200,10000,8,
8,0.0000,,0.0000,8,3,0.0829,1,15,400,0.5,,0.0015,,0.0000,3200,1000,8,1
2,0.0001,0.0001,0.0000,8,8,0.2683,1,1,200,0.75,0.0511,0.0029,0.0022,0.0004,1600,1000,8,0.796
4,0.0000,,0.0000,2,3,1.2466,3,1,400,0.25,,0.0009,,0.0000,64160000,10000,2,1
8,,,0.0000,8,3,0.0907,1,15,200,0.25,,0.0022,,,1600,1200.0,8,
4,0.0000,0.0000,0.0000,4,7,17.2779,3,1,100,0.25,0.0208,0.0014,0.0001,0.0001,3010000,100000,8,0.3
8,,,0.0000,8,8,0.0966,1,6,200,0.5,,0.0037,,,1600,1000,2,
2,,,0.0000,4,9,0.1061,2,0,400,0.25,,0.0039,,,320800,1000,4,
8,,,0.0000,8,2,0.0589,1,6,100,0.5,,0.0022,,,800,600.0,2,
4,,,0.0000,8,1,0.1719,1,9,200,0.75,,0.0065,,,1600,1200.0,4,
4,0.0000,,0.0000,8,1,2.0504,3,15,200,0.25,,0.0015,,0.0000,16120600,10000,2,1
4,0.0000,0.0000,0.0000,8,4,2.4856,3,8,100,0.75,0.0146,0.0016,0.0002,0.0001,2030300,10000,2,0.4
2,0.0000,0.0000,0.0000,8,9,0.1598,3,28,400,0.5,0.0124,0.0017,0.0001,0.0001,256480400,1000,2,0.8
8,,,0.0000,8,8,1.0414,2,8,400,0.25,,0.0316,,,322400,10000,4,
2,0.0000,0.0000,0.0000,8,8,0.1529,3,3,100,0.25,0.0128,0.0019,0.0001,0.0002,4020200,1000,4,0.1
8,0.0000,,0.0000,4,2,16.5504,3,6,100,0.5,,0.0039,,0.0000,3000100,100000,4,1
2,0.0000,,0.0000,8,5,5.2270,2,12,100,0.25,,0.0012,,0.0000,40400,30300.0,8,1
8,0.0000,0.0000,0.0000,8,9,2.1644,2,4,400,0.5,0.0207,0.0017,0.0002,0.0001,960800,10000,8,0.1
2,,,0.0000,8,5,0.1615,1,5,200,0.5,,0.0032,,,1600,1000,8,
4,,,0.0000,8,5,0.1940,1,11,400,0.75,,0.0070,,,3200,1000,8,
8,,,0.0000,8,3,0.0957,1,10,400,0.25,,0.0021,,,3200,1000,4,
4,,,0.0000,4,4,17.2810,3,1,400,0.25,,0.0059,,,128160400,100000,8,
8,,,0.0000,8,9,0.2896,2,20,100,0.25,,0.1224,,,20600,1000,8,
8,0.0000,0.0000,0.0000,8,9,0.1350,2,26,200,0.25,0.0133,0.0010,0.0001,0.0001,160800,1000,2,0.8
8,,,0.0000,8,8,0.1035,1,8,200,0.5,,0.0063,,,1600,1000,8,
4,0.0000,0.0000,0.0000,2,9,1.8039,3,1,100,0.75,0.0143,0.0011,0.0001,0.0001,1000100,10000,2,0.6
2,,,0.0000,8,5,1.3042,2,12,400,0.75,,0.0110,,,641600,10000,8,
4,0.0000,0.0000,0.0000,8,2,25.0719,3,17,100,0.75,0.0272,0.0014,0.0002,0.0001,1060100,100000,8,0.1
8,,,0.0000,8,8,0.1672,1,8,200,0.75,,0.0080,,,1600,1000,8,
8,,,0.0000,8,6,0.0627,1,22,100,0.25,,0.0021,,,800,600.0,8,
8,,,0.0000,8,8,0.0971,1,10,200,0.25,,0.0022,,,1600,1000,4,
4,0.0000,0.0000,0.0000,8,5,0.1703,3,15,100,0.75,0.0123,0.0011,0.0001,0.0001,4000400,1000,8,0.6
8,,,0.0000,8,7,0.1784,1,22,400,0.25,,0.0034,,,3200,2400.0,8,
4,0.0000,,0.0000,4,5,25.8353,3,1,200,0.5,,0.0018,,0.0000,16000400,100000,8,1
4,0.0000,0.0000,0.0000,8,0,20.4629,3,8,200,0.5,0.0209,0.0012,0.0002,0.0001,16120600,100000,2,0.3
8,,,0.0000,4,8,60.0002,3,6,200,0.75,,38.6312,,,8080200,100000,4,
2,0.0000,,0.0000,8,2,2.3603,3,3,100,0.5,,0.0016,,0.0000,3030200,10000,4,1
4,,,0.0000,8,6,0.2042,3,15,400,0.5,,0.0078,,,128321600,1000,8,
8,,,0.0000,8,8,0.1459,1,6,400,0.5,,0.0052,,,3200,1000,2,
2,0.0001,0.0000,0.0000,8,2,0.2340,1,5,100,0.5,0.0208,0.0055,0.0004,0.0005,800,600.0,8,0.5688
4,0.0000,,0.0000,2,6,2.4442,3,1,100,0.5,,0.0016,,0.0000,1010000,10000,2,1
2,0.0000,,0.0000,2,1,0.1124,2,0,100,0.25,,0.0010,,0.0000,20000,1000,4,1
4,0.0000,0.0000,0.0000,8,6,0.2429,3,15,100,0.25,0.0196,0.0015,0.0002,0.0001,3020300,1000,2,0.4
2,0.0000,,0.0000,8,0,0.2292,3,21,200,0.25,,0.0015,,0.0000,32160000,1000,4,1
8,,,0.0000,8,9,1.5984,3,12,100,0.75,,0.0063,,,2040200,10000,4,
