maximum.number.of.nodes,number.of.variables,Grounding,maximum.arity,universe.size,instance,DSharp compilation,Total time,proportion.probabilistic,answer,number.of.facts,number.of.independent.pairs,Propagating evidence,Cycle breaking,Clark's completion,number.of.predicates,domain.size
8,4,58.8263,3,8080200,8,,60.0003,0.5,,10000,6,0.0000,,,4,200
2,8,0.0014,2,30500,6,0.0005,1.9424,0.5,0.7,10000,12,0.0000,0.0001,0.0000,8,100
8,4,0.0017,2,121000,8,0.0024,2.5011,0.5,1,10000,9,0.0000,0.0000,0.0000,8,200
4,4,0.0074,3,3000100,3,0.0218,3.0994,0.75,0.28,10000,1,0.0000,0.0004,0.0001,4,100
4,8,0.0010,3,192321200,3,0.0003,17.9507,0.25,1,100000,15,0.0000,0.0000,0.0000,8,400
8,2,0.0036,1,3200,3,0.0093,0.1692,0.25,0.943,2400.0,6,0.0000,0.0002,0.0000,8,400
4,2,0.0009,3,128481200,2,0.0004,0.1092,0.75,0.7,1000,15,0.0000,0.0001,0.0000,8,400
2,2,0.0009,2,50300,7,0.0004,0.1023,0.5,0.9,1000,19,0.0000,0.0001,0.0000,8,100
2,8,0.0643,2,482000,0,,14.6197,0.5,,100000,1,0.0000,,,8,400
4,2,0.0027,3,4020200,0,0.0007,20.8202,0.25,1,100000,23,0.0000,0.0001,0.0000,8,100
2,2,0.0020,3,24160200,1,0.0007,1.9505,0.25,1,10000,22,0.0001,0.0001,0.0000,8,200
4,2,0.0021,3,3020300,1,0.0006,19.6995,0.75,0.3,100000,23,0.0000,0.0001,0.0000,8,100
2,4,0.0011,2,20200,4,0.0004,1.6469,0.25,1,15150.0,0,0.0000,0.0000,0.0000,4,100
4,2,0.0016,3,4010300,6,0.0005,1.5215,0.75,1,10000,8,0.0000,0.0000,0.0000,8,100
8,4,0.0020,3,2010100,6,0.0007,0.2804,0.25,1,1000,6,0.0000,0.0001,0.0000,4,100
8,8,0.0042,1,3200,9,,0.4039,0.5,,2400.0,20,0.0000,,,8,400
4,4,0.0013,3,24120400,4,0.0004,21.7119,0.25,1,100000,15,0.0000,0.0000,0.0000,8,200
2,2,0.0022,3,3030200,2,0.0008,0.2519,0.5,1,1000,28,0.0001,0.0001,0.0000,8,100
4,4,0.1244,2,20200,9,,3.8736,0.5,,15150.0,6,0.0000,,,4,100
2,2,0.0014,2,200600,6,0.0004,17.5294,0.25,1,100000,19,0.0000,0.0000,0.0000,8,200
4,4,0.0075,2,40000,3,,0.2363,0.25,,1000,6,0.0000,,,4,100
8,8,0.0055,2,30500,6,,2.3926,0.75,,10000,4,0.0000,,,8,100
8,2,0.0024,2,40400,0,0.0009,1.8251,0.75,0.5,10000,26,0.0000,0.0004,0.0001,8,100
2,4,0.0022,2,50300,4,,4.8479,0.25,,37725.0,16,0.0000,,,8,100
2,2,0.0012,3,3010400,8,0.0004,1.4517,0.75,0.6,10000,28,0.0000,0.0001,0.0000,8,100
4,4,0.0029,3,3010400,8,0.0106,2.2999,0.5,0.442,10000,15,0.0000,0.0003,0.0000,8,100
8,4,0.0013,3,40040400,8,0.0005,21.0791,0.75,0.9,100000,1,0.0000,0.0001,0.0000,8,200
8,8,0.0039,1,1600,0,,0.0896,0.75,,1000,20,0.0000,,,8,200
4,8,0.0016,3,2010100,0,0.0006,1.7890,0.5,1,10000,1,0.0000,0.0000,0.0000,4,100
2,4,0.0024,1,3200,5,0.0005,0.1185,0.25,1,1000,5,0.0000,0.0000,0.0000,8,400
8,4,0.0009,2,160800,2,0.0003,1.0175,0.25,1,10000,9,0.0000,0.0000,0.0000,8,200
2,4,0.0026,2,640000,0,,0.0898,0.25,,1000,0,0.0000,,,4,400
2,4,0.0049,2,80000,8,,0.1038,0.25,,1000,0,0.0000,,,2,200
8,4,0.0047,1,3200,0,,0.1430,0.5,,1000,10,0.0000,,,8,400
2,8,0.0038,2,40400,3,,0.1682,0.5,,1000,12,0.0001,,,8,100
8,2,0.0009,2,40400,9,0.0003,1.1956,0.25,1,10000,26,0.0000,0.0000,0.0000,8,100
2,4,0.0035,3,3010400,6,,0.0989,0.25,,1000,3,0.0000,,,8,100
4,2,0.0010,2,121000,4,0.0003,17.8912,0.75,1,90750.0,17,0.0000,0.0000,0.0000,8,200
2,4,0.0092,2,40400,1,,0.1046,0.25,,1000,16,0.0001,,,8,100
4,2,0.0009,3,64000400,9,0.0004,0.1426,0.75,0.1,1000,1,0.0000,0.0001,0.0000,2,400
8,4,0.0027,2,240400,4,0.0005,1.3032,0.25,1,10000,8,0.0000,0.0000,0.0000,8,200
4,4,0.2177,2,40600,8,,4.0380,0.25,,30450.0,6,0.0000,,,4,200
4,2,0.0017,3,2030300,2,0.0004,1.5244,0.75,0.9,10000,15,0.0000,0.0001,0.0000,8,100
2,2,0.0039,3,2020400,6,0.0008,20.2875,0.75,0.7,100000,22,0.0000,0.0004,0.0001,8,100
2,4,0.1309,2,80000,3,,12.9989,0.25,,60000.0,0,0.0000,,,2,200
8,4,0.0020,3,24000200,4,0.0007,0.3541,0.25,1,1000,6,0.0000,0.0000,0.0000,4,200
4,2,0.0011,2,200600,0,0.0004,1.8533,0.75,0.4,10000,17,0.0000,0.0001,0.0000,8,200
8,8,0.0034,1,1600,6,,0.1389,0.25,,1200.0,15,0.0000,,,8,200
2,8,0.0054,1,1600,7,,0.1370,0.5,,1000,1,0.0000,,,8,200
2,4,0.0036,2,160800,5,,0.1480,0.25,,1000,16,0.0000,,,8,200
8,4,0.0017,2,120200,0,0.0004,1.2160,0.75,0.7,10000,4,0.0000,0.0001,0.0000,4,200
4,8,0.0024,3,3020300,7,0.0009,1.7757,0.5,0.1,10000,17,0.0000,0.0002,0.0000,8,100
2,8,0.0036,2,40400,3,,0.2992,0.75,,1000,12,0.0000,,,8,100
2,4,0.0022,1,1600,3,0.0004,0.1120,0.25,1,1000,5,0.0000,0.0000,0.0000,4,400
4,4,0.0015,3,3040100,0,0.0006,19.4801,0.5,0.4,100000,15,0.0000,0.0001,0.0000,8,100
2,8,0.0037,1,1600,1,,0.0876,0.75,,1000,1,0.0000,,,8,200
8,4,0.0013,2,482000,8,0.0004,13.2794,0.25,1,100000,9,0.0000,0.0000,0.0000,8,400
4,8,0.0091,3,64960400,2,,2.0626,0.25,,10000,17,0.0000,,,8,400
4,2,0.0015,3,1000100,5,0.0005,3.3816,0.75,0.4,10000,1,0.0000,0.0001,0.0000,2,100
8,4,0.0016,2,320800,7,0.0005,23.5524,0.25,1,100000,4,0.0000,0.0000,0.0000,4,400
8,8,0.0087,2,160800,4,,0.3114,0.75,,1000,4,0.0000,,,8,200
4,4,0.0026,2,480400,0,0.0005,0.2271,0.75,0.1,1000,6,0.0000,0.0001,0.0000,4,400
8,4,0.0020,2,121000,8,0.0006,27.3457,0.75,0.5,90750.0,9,0.0000,0.0022,0.0000,8,200
2,2,0.0016,2,50300,2,0.0023,7.7766,0.25,0.8,37725.0,19,0.0000,0.0003,0.0001,8,100
4,4,0.0021,3,192161600,3,0.0007,2.7352,0.75,1,10000,15,0.0000,0.0001,0.0000,8,400
4,2,0.0043,3,3020300,3,0.0005,33.9403,0.5,1,100000,15,0.0000,0.0000,0.0000,8,100
2,8,0.0065,1,1600,9,,0.1688,0.75,,1000,5,0.0000,,,8,200
4,4,59.7038,1,1600,3,,60.0002,0.5,,1200.0,9,0.0000,,,8,200
8,8,0.0043,1,800,2,,0.0875,0.25,,600.0,15,0.0000,,,8,100
2,4,0.1087,2,641600,1,,22.5833,0.5,,100000,16,0.0000,,,8,400
4,8,0.0018,3,8000600,9,0.0004,22.4834,0.25,0.9,100000,1,0.0000,0.0001,0.0000,4,200
8,4,0.0010,2,70100,4,0.0004,0.1140,0.75,0.4,1000,9,0.0000,0.0001,0.0000,8,100
8,8,0.0018,1,3200,9,,0.0844,0.75,,1000,8,0.0000,,,8,400
8,8,0.0030,1,800,8,,0.0573,0.75,,600.0,8,0.0000,,,8,100
2,4,0.0032,2,320000,1,0.0004,18.2162,0.5,0.2,100000,0,0.0000,0.0001,0.0000,2,400
2,2,0.0023,3,320320400,7,0.0076,22.2596,0.5,0.2,100000,28,0.0000,0.0001,0.0000,8,400
4,8,0.3679,1,1600,6,0.3452,1.6943,0.75,1,1200.0,11,0.0000,0.1455,0.1094,8,200
2,4,0.7858,2,40200,5,0.0004,2.9627,0.25,1,10000,0,0.0000,0.0004,0.0000,2,200
4,8,0.9256,3,2010100,8,,30.7525,0.75,,100000,1,0.0000,,,4,100
8,4,0.0096,2,30100,0,0.0005,3.4043,0.25,0.1,22575.0,4,0.0001,0.0010,0.0003,4,100
8,4,41.9901,2,200600,9,,60.0003,0.75,,100000,9,0.0000,,,8,200
8,4,1.8103,1,3200,5,0.0006,2.0645,0.25,1,2400.0,3,0.0000,0.0011,0.0000,8,400
4,2,0.0013,3,8160600,7,0.0005,2.3311,0.75,0.6,10000,15,0.0000,0.0001,0.0000,8,200
8,4,0.0458,2,30100,4,,2.1993,0.25,,10000,4,0.0000,,,4,100
2,8,0.0009,2,121000,6,0.0004,14.1972,0.25,1,90750.0,12,0.0000,0.0000,0.0000,8,200
2,8,0.0028,2,70100,8,0.0006,1.5631,0.75,1,10000,12,0.0000,0.0000,0.0000,8,100
2,4,0.0027,2,200600,4,0.0172,14.6327,0.5,0.615,100000,16,0.0000,0.0002,0.0001,8,200
2,8,0.0056,1,1600,3,,0.1276,0.75,,1200.0,1,0.0000,,,8,200
8,8,0.0035,1,3200,1,,0.1530,0.75,,1000,15,0.0000,,,8,400
2,2,0.0009,3,3030200,2,0.0003,17.1558,0.25,0.8,100000,28,0.0000,0.0000,0.0000,8,100
2,8,0.0033,2,1280000,6,,0.1109,0.75,,1000,1,0.0000,,,8,400
2,4,0.0067,1,3200,1,,0.2791,0.25,,2400.0,5,0.0000,,,8,400
8,8,0.0030,1,400,9,,0.0517,0.75,,300.0,1,0.0000,,,2,200
4,2,0.0015,3,128000000,2,0.0006,29.5496,0.5,0.7,100000,1,0.0000,0.0001,0.0000,2,400
4,4,0.0079,3,64160800,0,,29.9451,0.75,,100000,1,0.0000,,,4,400
8,4,0.0022,3,3020300,7,0.0007,2.7523,0.5,1,10000,1,0.0000,0.0001,0.0000,8,100
4,2,0.0025,3,1010000,0,0.0007,2.0789,0.25,1,10000,1,0.0000,0.0001,0.0000,2,100
8,8,0.4803,1,1600,0,0.2232,1.6633,0.75,1,1000,22,0.0000,0.2096,0.0880,8,200
4,8,0.0015,3,256001600,5,0.0003,0.1065,0.5,1,1000,15,0.0000,0.0000,0.0000,8,400
4,4,0.0015,3,24160200,0,0.0004,23.3509,0.75,0.4,100000,15,0.0000,0.0001,0.0000,8,200
2,8,0.0009,2,60200,7,0.0003,7.2222,0.75,1,45150.0,12,0.0000,0.0000,0.0000,8,100
4,4,0.0008,2,80400,9,0.0003,0.8877,0.25,1,10000,6,0.0000,0.0000,0.0000,4,200
2,2,0.0025,2,200600,9,0.0006,0.1815,0.5,0.3,1000,27,0.0000,0.0002,0.0001,8,200
2,4,0.0015,3,32080400,1,0.0005,28.0686,0.5,0.8,100000,21,0.0000,0.0001,0.0000,8,200
4,8,0.5838,3,128160400,0,0.9555,3.3259,0.25,1,1000,1,0.0000,0.2769,0.2580,4,400
8,4,0.0015,3,320160800,8,0.0005,2.5558,0.75,0.6,10000,1,0.0000,0.0001,0.0000,8,400
8,2,0.0019,2,30500,1,0.0007,0.2671,0.25,1,1000,26,0.0000,0.0000,0.0000,8,100
2,4,0.0034,3,32040600,1,,1.4442,0.5,,10000,27,0.0000,,,8,200
8,8,0.0012,2,200600,3,0.0004,0.1211,0.75,1,1000,20,0.0000,0.0000,0.0000,8,200
4,8,0.0011,3,192161600,9,0.0003,0.1138,0.75,0.7,1000,17,0.0000,0.0001,0.0000,8,400
2,2,0.0015,3,32000800,8,0.0006,0.1514,0.75,0.9,1000,22,0.0000,0.0001,0.0000,8,200
8,8,0.0040,1,1600,4,,0.1189,0.25,,1000,20,0.0000,,,8,200
4,2,0.0014,3,24080600,6,0.0006,0.1990,0.75,0.9,1000,15,0.0000,0.0001,0.0000,8,200
2,8,0.0015,3,6020000,3,0.0005,0.1891,0.25,1,1000,23,0.0000,0.0000,0.0000,8,100
2,4,0.0011,2,40200,6,0.0004,1.0227,0.5,1,10000,0,0.0000,0.0000,0.0000,2,200
8,4,0.0023,3,16160400,9,,0.0974,0.25,,1000,12,0.0000,,,8,200
4,2,0.0016,3,5030000,2,0.0005,14.9528,0.25,0.1,100000,23,0.0001,0.0001,0.0000,8,100
8,8,0.0030,1,1600,1,0.0005,0.1907,0.75,0.2,1200.0,22,0.0001,0.0002,0.0000,8,200
8,4,0.0013,3,24000200,4,0.0004,2.9657,0.25,1,10000,6,0.0000,0.0000,0.0000,4,200
8,4,0.0014,3,8040400,9,0.0006,0.1688,0.25,1,1000,6,0.0000,0.0000,0.0000,4,200
8,2,0.0055,1,1600,6,,0.1828,0.75,,1200.0,6,0.0000,,,8,200
8,4,0.0011,2,640000,3,0.0003,22.7679,0.25,1,100000,4,0.0000,0.0000,0.0000,4,400
2,8,0.0045,1,1600,7,,0.1634,0.5,,1200.0,1,0.0000,,,8,200
2,8,0.0844,2,1280000,6,,24.2631,0.5,,100000,1,0.0000,,,8,400
2,4,0.1231,2,20000,3,,3.7293,0.75,,15000.0,0,0.0000,,,2,100
4,2,0.0029,1,800,9,0.0088,0.0819,0.75,0.526,600.0,9,0.0000,0.0003,0.0000,8,100
4,8,0.1349,3,5010200,7,,27.9453,0.75,,100000,15,0.0000,,,8,100
4,2,0.0066,2,160800,5,0.0007,0.2742,0.25,1,1000,17,0.0000,0.0001,0.0001,8,200
2,8,0.0047,1,3200,2,,0.1262,0.25,,1000,5,0.0000,,,8,400
8,4,0.0013,3,192321200,7,0.0004,25.0691,0.25,1,100000,1,0.0000,0.0000,0.0000,8,400
2,8,0.0025,3,320480000,2,0.0003,25.5706,0.5,1,100000,23,0.0000,0.0000,0.0000,8,400
4,8,0.1173,3,16040200,1,,1.6339,0.75,,10000,1,0.0000,,,4,200
4,2,0.0033,3,32040600,8,0.0006,0.2020,0.5,0.3,1000,15,0.0000,0.0001,0.0000,8,200
8,8,0.0390,2,50300,5,,4.9883,0.5,,37725.0,20,0.0000,,,8,100
8,4,0.0015,3,192480800,0,0.0006,1.5156,0.75,0.2,10000,12,0.0000,0.0001,0.0000,8,400
2,4,0.0008,2,20200,1,0.0003,1.8865,0.5,1,15150.0,0,0.0000,0.0000,0.0000,4,100
8,2,0.0016,2,50300,7,0.0005,5.0147,0.5,1,37725.0,26,0.0000,0.0000,0.0000,8,100
4,2,0.0025,3,256320800,0,0.0005,0.1885,0.5,1,1000,23,0.0000,0.0000,0.0000,8,400
2,2,0.0011,3,32000800,8,0.0003,1.3184,0.25,1,10000,22,0.0000,0.0000,0.0000,8,200
8,2,0.0014,2,1120400,5,0.0005,19.3181,0.25,1,100000,26,0.0000,0.0000,0.0000,8,400
4,8,0.0017,3,3020300,1,0.0005,0.2004,0.25,1,1000,15,0.0000,0.0000,0.0000,8,100
8,8,0.0009,2,50300,2,0.0004,8.3029,0.75,0.4,37725.0,4,0.0000,0.0001,0.0000,8,100
8,4,0.0010,3,128321600,2,0.0004,0.1077,0.5,1,1000,12,0.0000,0.0000,0.0000,8,400
4,8,0.0111,3,5010200,7,,3.1857,0.75,,10000,15,0.0000,,,8,100
2,2,0.0014,2,482000,7,0.0004,20.4733,0.25,1,100000,27,0.0000,0.0000,0.0000,8,400
8,4,0.0605,1,800,4,,0.1519,0.5,,600.0,3,0.0000,,,8,100
2,2,0.0022,2,121000,0,0.0007,2.1486,0.5,1,10000,19,0.0000,0.0001,0.0000,8,200
8,4,0.0181,2,20600,0,,1.5580,0.25,,15450.0,9,0.0000,,,8,100
4,2,0.0019,2,50300,2,0.0006,1.4386,0.25,1,10000,17,0.0000,0.0000,0.0000,8,100
8,4,0.0012,2,160000,3,0.0004,0.2810,0.75,1,1000,4,0.0000,0.0000,0.0000,4,200
4,8,0.0034,3,128640800,8,0.0004,0.2041,0.75,1,1000,17,0.0000,0.0000,0.0000,8,400
2,4,0.0019,3,2050100,4,0.0006,2.1494,0.5,1,10000,3,0.0000,0.0000,0.0000,8,100
2,4,0.4281,1,1600,5,,0.5959,0.5,,1000,5,0.0000,,,8,200
2,8,0.0048,1,1600,7,,0.1891,0.75,,1200.0,1,0.0000,,,8,200
2,8,0.0012,3,256320800,9,0.0004,0.1823,0.25,0.6,1000,23,0.0000,0.0001,0.0000,8,400
4,4,0.5731,2,80400,6,,13.4762,0.5,,60300.0,6,0.0000,,,4,200
2,2,0.0012,3,3030200,2,0.0005,0.1821,0.25,1,1000,28,0.0000,0.0000,0.0000,8,100
8,4,0.0022,3,3000500,9,0.0009,2.8843,0.75,0.5,10000,1,0.0000,0.0001,0.0001,8,100
2,4,0.1408,3,4020200,1,0.0921,0.8476,0.75,0.99418916,1000,21,0.0000,0.0500,0.0300,8,100
4,8,0.0249,3,3000100,3,,3.7595,0.5,,10000,1,0.0000,,,4,100
4,2,0.0061,1,1600,0,,0.1592,0.25,,1200.0,9,0.0000,,,8,200
8,8,0.0085,2,40400,1,0.0009,0.2330,0.25,0.6,1000,4,0.0000,0.0004,0.0001,8,100
2,8,0.0025,2,60200,8,0.0005,0.3450,0.5,1,1000,1,0.0001,0.0000,0.0000,8,100
2,4,0.0034,3,3020300,6,0.0004,0.1741,0.25,1,1000,21,0.0000,0.0000,0.0000,8,100
2,4,0.0015,2,320800,9,0.0022,3.5030,0.75,0.8,10000,0,0.0000,0.0001,0.0000,4,400
2,8,0.0065,1,3200,4,,0.3554,0.75,,2400.0,1,0.0000,,,8,400
4,2,0.0128,3,32040600,6,0.0008,48.6332,0.75,1,100000,8,0.0000,0.0001,0.0000,8,200
4,2,0.0092,3,3020300,4,0.0381,39.1380,0.75,0.328,100000,23,0.0000,0.0021,0.0005,8,100
8,4,0.0036,2,60200,4,0.0005,15.6233,0.75,1,45150.0,8,0.0000,0.0000,0.0000,8,100
8,2,0.0041,2,482000,1,0.0033,29.9954,0.25,1,100000,26,0.0000,0.0001,0.0002,8,400
8,8,0.0036,1,200,6,,0.0630,0.75,,150.0,1,0.0000,,,2,100
4,8,0.0516,3,4010300,3,,3.5376,0.5,,10000,17,0.0000,,,8,100
8,2,0.6755,1,1600,1,0.0005,0.8548,0.25,1,1000,6,0.0001,0.0003,0.0000,8,200
2,4,0.0023,3,32040600,6,0.0006,34.6281,0.25,1,100000,27,0.0000,0.0000,0.0000,8,200
4,2,0.0064,1,400,1,,0.0813,0.5,,300.0,5,0.0000,,,4,100
2,4,0.0016,3,40040400,5,0.0005,3.1585,0.25,1,10000,3,0.0000,0.0000,0.0000,8,200
4,4,0.0054,3,64160800,0,,0.3266,0.5,,1000,1,0.0000,,,4,400
4,2,0.0068,1,800,2,,0.0893,0.25,,600.0,9,0.0000,,,8,100
8,8,0.0032,1,1600,5,,0.1718,0.25,,1200.0,8,0.0000,,,8,200
8,4,0.0028,3,3000100,2,0.0008,3.9351,0.25,1,10000,6,0.0000,0.0000,0.0000,4,100
2,8,0.0038,1,3200,2,,0.3284,0.5,,1000,1,0.0000,,,8,400
2,4,0.0128,3,256161200,1,0.0005,0.2850,0.25,1,1000,27,0.0001,0.0001,0.0000,8,400
2,4,0.0020,2,160400,0,0.0005,30.6849,0.75,0.6,100000,0,0.0000,0.0001,0.0000,2,400
2,8,0.0105,3,40040400,4,,0.2333,0.25,,1000,23,0.0000,,,8,200
8,2,0.0018,2,70100,3,0.0006,2.3105,0.5,0.7,10000,26,0.0000,0.0001,0.0000,8,100
8,8,0.3307,2,160800,1,0.0004,24.7297,0.25,1,100000,4,0.0000,0.0001,0.0000,8,200
8,8,0.0025,1,3200,9,,0.1407,0.5,,1000,22,0.0000,,,8,400
4,2,0.0021,1,400,6,,0.0468,0.25,,300.0,5,0.0000,,,4,100
2,8,0.0035,3,48080000,3,0.0006,23.6147,0.25,0.4,100000,23,0.0001,0.0001,0.0000,8,200
8,8,0.0038,2,1280000,8,0.0006,0.2152,0.75,0.2,1000,4,0.0000,0.0001,0.0000,8,400
2,4,0.0011,3,320320400,1,0.0004,0.2080,0.25,0.9,1000,3,0.0000,0.0010,0.0000,8,400
4,2,0.0010,3,16120600,4,0.0004,1.9041,0.25,1,10000,8,0.0000,0.0001,0.0000,8,200
4,2,0.0022,1,1600,6,0.0005,0.1874,0.75,0.5,1200.0,12,0.0000,0.0002,0.0000,8,200
8,8,1.7259,2,60200,6,,60.0004,0.75,,10000,20,0.0000,55.8831,,8,100
8,8,0.2158,2,81200,9,,16.0428,0.25,,60900.0,20,0.0000,,,8,200
2,4,0.2620,2,30100,7,0.0005,0.5243,0.25,1,1000,0,0.0000,0.0004,0.0000,4,100
2,4,0.0017,3,8120800,4,0.0005,25.9986,0.25,1,100000,27,0.0000,0.0000,0.0000,8,200
4,2,0.0011,3,192321200,8,0.0004,30.6117,0.75,0.2,100000,8,0.0000,0.0001,0.0000,8,400
8,8,0.0028,1,1600,6,,0.1715,0.25,,1000,15,0.0000,,,8,200
4,2,0.0038,3,320480000,2,0.0004,2.4481,0.75,1,10000,23,0.0000,0.0000,0.0000,8,400
2,2,0.0023,2,200600,2,0.0006,21.3114,0.5,1,100000,27,0.0000,0.0000,0.0001,8,200
8,4,0.0143,2,240400,4,,0.1637,0.25,,1000,8,0.0001,,,8,200
2,4,0.0026,2,641600,3,0.0004,0.1407,0.25,0.1,1000,16,0.0000,0.0002,0.0000,8,400
4,4,0.0018,3,40080200,7,0.0007,29.2713,0.25,0.6,100000,15,0.0000,0.0001,0.0000,8,200
8,2,0.0037,1,3200,5,,0.3261,0.5,,2400.0,6,0.0000,,,8,400
2,8,0.0021,2,30500,9,0.0005,0.2238,0.75,0.1,1000,12,0.0001,0.0001,0.0000,8,100
2,2,0.0056,2,50300,6,0.0006,0.3210,0.75,0.8,1000,19,0.0001,0.0001,0.0000,8,100
4,8,0.0040,3,24080600,1,,0.2907,0.25,,1000,17,0.0000,,,8,200
2,8,0.0021,3,320480000,2,0.0003,0.2242,0.25,1,1000,23,0.0000,0.0000,0.0000,8,400
8,4,0.0014,3,8040400,9,0.0004,25.5549,0.5,0.7,100000,6,0.0000,0.0001,0.0000,4,200
4,2,0.0015,2,482000,6,0.0006,1.8882,0.5,0.7,10000,17,0.0000,0.0003,0.0000,8,400
4,2,0.0016,3,5030000,2,0.0004,2.1499,0.25,1,10000,23,0.0000,0.0001,0.0000,8,100
2,2,0.0064,3,2020400,3,0.0016,31.7212,0.75,0.7,100000,22,0.0001,0.0007,0.0002,8,100
2,4,0.0017,2,120200,8,0.0007,23.1326,0.25,1,90150.0,0,0.0000,0.0000,0.0000,4,200
4,8,0.0010,3,192321200,7,0.0005,1.3147,0.5,0.8,10000,17,0.0000,0.0001,0.0000,8,400
2,2,0.0011,3,40080200,7,0.0006,0.1658,0.5,0.3,1000,28,0.0000,0.0001,0.0000,8,200
8,8,0.0013,2,40400,4,0.0004,0.1718,0.5,1,1000,20,0.0000,0.0000,0.0000,8,100
2,4,0.0038,1,800,8,0.0167,0.0787,0.5,0.28,600.0,5,0.0000,0.0002,0.0000,8,100
2,8,0.0016,3,4020200,1,0.0006,22.5363,0.25,1,100000,23,0.0000,0.0000,0.0000,8,100
2,4,0.0086,3,32040600,1,0.0007,0.2118,0.25,1,1000,27,0.0001,0.0001,0.0000,8,200
2,8,0.0017,2,50300,2,0.0005,7.4543,0.5,1,37725.0,1,0.0000,0.0000,0.0000,8,100
4,2,0.0016,3,192321200,8,0.0005,2.9966,0.5,0.1,10000,8,0.0000,0.0001,0.0000,8,400
8,2,0.0017,2,70100,5,0.0006,2.7028,0.5,1,10000,26,0.0000,0.0000,0.0000,8,100
4,8,0.0033,3,192321200,1,0.0371,28.9782,0.5,0.92,100000,17,0.0000,0.0002,0.0001,8,400
2,4,1.7701,1,3200,8,0.0004,2.1020,0.75,0.1,2400.0,5,0.0000,0.0017,0.0000,8,400
8,2,0.0086,2,50300,7,0.0005,2.0536,0.75,0.1,10000,26,0.0001,0.0001,0.0000,8,100
8,4,0.0012,3,64800800,3,0.0012,1.9072,0.5,1,10000,12,0.0000,0.0001,0.0000,8,400
2,4,0.0043,2,40400,1,,0.1872,0.75,,1000,16,0.0000,,,8,100
2,8,0.0012,3,256320800,1,0.0004,0.1712,0.25,1,1000,23,0.0000,0.0000,0.0000,8,400
2,2,0.0012,3,320160800,0,0.0004,22.1216,0.5,0.2,100000,22,0.0000,0.0001,0.0000,8,400
8,4,0.0015,3,32080400,1,0.0004,0.1773,0.25,1,1000,12,0.0000,0.0000,0.0000,8,200
8,2,0.0036,2,160800,9,0.0004,0.1574,0.5,0.7,1000,26,0.0001,0.0002,0.0000,8,200
2,4,0.0415,2,20000,3,,2.8328,0.25,,15000.0,0,0.0001,,,2,100
2,8,0.0025,2,960800,1,0.0006,0.2717,0.75,0.1,1000,12,0.0000,0.0002,0.0000,8,400
8,8,0.0027,1,1600,8,0.0010,0.2056,0.5,1,1200.0,15,0.0000,0.0000,0.0000,8,200
2,8,0.0067,3,256161200,8,,0.2489,0.5,,1000,23,0.0000,,,8,400
4,4,0.0106,1,1600,7,,0.2035,0.5,,1200.0,9,0.0000,,,8,200
8,4,0.0185,2,482000,2,,2.1828,0.5,,10000,8,0.0000,,,8,400
2,4,0.2624,2,120200,7,0.3693,1.3618,0.5,1,1000,0,0.0000,0.0996,0.0797,4,200
8,4,0.0030,3,192000400,5,0.0005,0.2715,0.75,1,1000,6,0.0000,0.0000,0.0000,4,400
4,8,0.0147,3,2030300,6,,2.0800,0.25,,10000,17,0.0000,,,8,100
4,2,0.0016,3,64160000,6,0.0005,0.2587,0.75,0.7,1000,1,0.0000,0.0001,0.0000,2,400
4,2,0.0010,3,128800400,5,0.0003,1.5645,0.75,1,10000,23,0.0000,0.0000,0.0000,8,400
8,4,0.0024,1,3200,3,,0.2458,0.75,,2400.0,10,0.0000,,,8,400
8,4,0.0017,3,128481200,1,0.0005,24.6493,0.75,0.2,100000,1,0.0000,0.0001,0.0000,8,400
4,8,0.0014,3,24040000,7,0.0012,2.6111,0.5,0.5,10000,1,0.0000,0.0001,0.0000,4,200
8,8,0.0033,1,1600,5,,0.1754,0.5,,1000,8,0.0000,,,8,200
8,8,0.0026,1,1600,8,0.0006,0.2058,0.5,0.6,1200.0,20,0.0000,0.0002,0.0000,8,200
4,8,0.0018,3,1000300,9,0.0005,2.8786,0.75,1,10000,1,0.0000,0.0000,0.0001,4,100
8,8,0.0016,2,482000,6,0.0013,2.3491,0.75,0.4,10000,4,0.0000,0.0001,0.0000,8,400
2,8,0.2480,1,800,6,0.0164,0.3849,0.75,0.368,600.0,5,0.0000,0.0005,0.0001,8,100
8,4,0.0015,3,40040400,8,0.0004,25.3637,0.25,1,100000,1,0.0000,0.0000,0.0000,8,200
8,4,0.0166,3,64320400,8,,2.5918,0.5,,10000,6,0.0000,,,4,400
8,8,0.1324,2,240400,3,,21.1997,0.25,,100000,4,0.0000,,,8,200
2,8,0.0023,1,3200,0,,0.2303,0.75,,2400.0,5,0.0000,,,8,400
8,4,0.0036,2,640000,1,0.0003,0.1087,0.25,1,1000,4,0.0000,0.0000,0.0000,4,400
2,8,0.0242,3,4020200,1,,1.6954,0.25,,10000,23,0.0000,,,8,100
2,2,0.0040,2,801200,2,0.0005,20.8783,0.5,1,100000,27,0.0000,0.0000,0.0000,8,400
2,8,0.0058,1,3200,3,,0.3782,0.5,,2400.0,5,0.0001,,,8,400
8,4,0.0015,2,40400,2,0.0005,2.1872,0.5,0.7,10000,9,0.0000,0.0001,0.0000,8,100
4,8,0.0024,3,128160400,0,0.0005,26.6211,0.75,0.8,100000,1,0.0000,0.0001,0.0000,4,400
